Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"Stresemannstraße 74, 10963 Berlin, Kreuzberg (Kreuzberg)",Hausverwaltung Optima GmbH,,,,1968.0,sofort,,,liegt vor,Verbrauchsausweis,,,9 von 17,850.0,0.0,,700.0,2100.00,,150.0,,,,"All Inclusive! Modernisiert, möbliert inkl. Internet mit hervorragender Aussicht",https://www.immobilienscout24.de/expose/115826275,Fernwärme,32.0,1,Stresemannstraße,10963 Berlin,74,Kreuzberg,Kreuzberg,21.875,FrKr,Kreuz
"Kissingenstr. 27, 13189 Berlin, Pankow (Pankow)",Deutsche Wohnen Gruppe,,,,1927.0,nach Vereinbarung,,,,,,,0,660.71,0.0,Fernwärme,510.44,Kaution: 1531.00,,150.27,Modernisiert,,,Charmante Altbauwohnung für Zwei,https://www.immobilienscout24.de/expose/115829154,Fernwärme,46.15,2,Kissingenstraße,13189 Berlin,27,Pankow,Pankow,11.060455037919827,Pank,Panko
"Konrad-Wolf-Straße 83, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",,Gehobene Qualität,1.0,True,1907.0,01.05.2020,,,liegt vor,Verbrauchsausweis,,,4 von 4,1713.49,0.0,Fußbodenheizung,1418.49,3 Nettokaltmieten,,295.0,Saniert,,1.0,"3-Zimmer Dachterasse, Aufzug bis vor die Haustür, hochwertige Ausstattung, EBK, FB-Heizung",https://www.immobilienscout24.de/expose/86793159,Fernwärme,116.27,3,Konrad-Wolf-Straße,13055 Berlin,83,Alt-Hohenschönhausen,Hohenschönhausen,12.199965597316591,,
"Blumberger Damm 4, 12683 Berlin, Biesdorf (Marzahn)",Deutsche Wohnen Gruppe,,,True,1983.0,16.04.2020,,,,Verbrauchsausweis,,,4,431.43,0.0,Fernwärme,307.15,Kaution: 921.00,,124.28,Modernisiert,,,Wohnen ab 50 Jahre,https://www.immobilienscout24.de/expose/115829164,Fernwärme,33.93,1,Blumberger Damm,12683 Berlin,4,Biesdorf,Marzahn,9.052460949012673,MaHe,Marza
"Nordmannzeile 7, 12157 Berlin, Schöneberg (Schöneberg)",Deutsche Wohnen Gruppe,,,True,1957.0,29.02.2020,,,,Verbrauchsausweis,,,2,1020.46,0.0,,766.26,Kaution: 2298.00,,254.2,Erstbezug nach Sanierung,,,Erstbezug nach Sanierung!,https://www.immobilienscout24.de/expose/115829160,Fernwärme,77.81,"3,5",Nordmannzeile,12157 Berlin,7,Schöneberg,Schöneberg,9.847834468577304,TSch,Schön
"13051 Berlin, Malchow (Hohenschönhausen) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,Normale Qualität,1.0,,,,,,liegt zur Besichtigung vor,,,,,708.0,0.0,,580.0,1500,,128.0,,,,"Schöne 2-Zimmer-EG-Wohnung mit EBK in Malchow (Hohenschönhausen), Berlin",https://www.immobilienscout24.de/expose/115819943,,57.0,2,,13051 Berlin,,Malchow,Hohenschönhausen,10.175438596491228,,
"Scharnhorststr. 8, 10115 Berlin-Mitte, Mitte (Mitte)",TRAUM-Immobilien Berlin Ringbahnstr. 3 12099 Berlin,Normale Qualität,1.0,,1908.0,01.03.2020,,,liegt vor,Verbrauchsausweis,,,0 von 5,780.0,80.0,Fernwärme,620.0,3 Monatskaltmieten,,80.0,Modernisiert,,1.0,"Charmante 2- Zimmer-Altbauwohnung in Berlin-Mitte, Besichtigung am Sonntag16.02. von 14:00 bis 15:00",https://www.immobilienscout24.de/expose/115822865,Fernwärme,58.0,2,Scharnhorststraße,10115 Berlin-Mitte,8,Mitte,Mitte,10.689655172413794,Mitt,Mitte
"Cunistraße 37, 13127 Berlin, Französisch Buchholz (Pankow)",Immonexxt GmbH Am Borsigturm 53 13507 Berlin,,,True,1996.0,15.03.2020,,,,Verbrauchsausweis,B,,0,784.0,0.0,Fernwärme,639.0,Kaution: 1917.00,,145.0,Modernisiert,,,Schöne Pärchenwohnung mit Terrasse und Einbauküche! Frisch gestrichen!,https://www.immobilienscout24.de/expose/115823156,Fernwärme,57.82,2,Cunistraße,13127 Berlin,37,Französisch Buchholz,Pankow,11.051539259771705,Pank,Panko
"Bernauer Straße 112, 13507 Berlin, Tegel (Reinickendorf)",Immonexxt GmbH Am Borsigturm 53 13507 Berlin,,,True,1995.0,sofort,,,,Verbrauchsausweis,C,,1,1199.0,0.0,Zentralheizung,969.0,Kaution: 2907.00,,230.0,Modernisiert,,,Frisch gestrichen mit Designboden! Große Familienwohnung!,https://www.immobilienscout24.de/expose/115823161,Gas,75.42,3,Bernauer Straße,13507 Berlin,112,Tegel,Reinickendorf,12.84805091487669,Rein,Reind
"Frankfurter Allee 216, 10369 Berlin, Lichtenberg (Lichtenberg)",Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,Normale Qualität,,,1970.0,01.10.2019,,,liegt vor,Verbrauchsausweis,,,,525.0,0.0,Fernwärme,405.0,3 Nettokaltmieten,,120.0,Gepflegt,,,Attraktive und moderne 1-Zimmer-Wohnungen im Q216 im 5. und 7. OG !!!,https://www.immobilienscout24.de/expose/115823993,,35.0,1,Frankfurter Allee,10369 Berlin,216,Lichtenberg,Lichtenberg,11.571428571428571,Lich,Liber
"Nantesstraße 79, 13127 Berlin, Französisch Buchholz (Pankow)",Immonexxt GmbH Am Borsigturm 53 13507 Berlin,,,True,1998.0,01.03.2020,,,,Verbrauchsausweis,C,,0,785.0,0.0,Fußbodenheizung,599.0,Kaution: 1797.00,,186.0,Modernisiert,,,Etwas kleines für Zwei! Mit Terrasse!,https://www.immobilienscout24.de/expose/115823155,Fernwärme,49.68,"1,5",Nantesstraße,13127 Berlin,79,Französisch Buchholz,Pankow,12.057165861513688,Pank,Panko
"Pfannschmidtstr. 49, 13125 Berlin, Karow (Weißensee)",Immonexxt GmbH Am Borsigturm 53 13507 Berlin,,,True,1997.0,01.04.2020,,,,Verbrauchsausweis,B,,0,861.0,0.0,Fernwärme,699.0,Kaution: 2097.00,,162.0,Gepflegt,,,Pärchenwohnung mit Terrasse und EBK! Perfekt für kommende Sommertage!,https://www.immobilienscout24.de/expose/115823160,Fernwärme,59.09,2,Pfannschmidtstraße,13125 Berlin,49,Karow,Weißensee,11.82941276019631,Pank,Weißs
"Henny-Porten-Str. 2, 12627 Berlin, Hellersdorf (Hellersdorf)",Immonexxt GmbH Am Borsigturm 53 13507 Berlin,,,,1999.0,01.03.2020,,,,Verbrauchsausweis,C,,1,1195.0,0.0,Fernwärme,919.0,Kaution: 2757.00,,276.0,Modernisiert,,,Große Familienwohnung mit Balkon und offener Wohnküche,https://www.immobilienscout24.de/expose/115823157,Fernwärme,92.04,4,Henny-Porten-Straße,12627 Berlin,2,Hellersdorf,Hellersdorf,9.984789222077357,MaHe,Helld
"Kirschnerweg 5, 12353 Berlin, Buckow (Neukölln)",Deutsche Wohnen Gruppe,,,True,1971.0,30.03.2020,,"260,3 kWh/(m²*a)",,Bedarfsausweis,,,1,438.49,0.0,Fernwärme,336.53,Kaution: 1009.00,,101.96,Saniert,,,Seniorenwohnung nahe den Gropuispassagen,https://www.immobilienscout24.de/expose/115824613,Fernwärme,30.49,1,Kirschnerweg,12353 Berlin,5,Buckow,Neukölln,11.037389307969827,Neuk,Neukö
"Lipschitzallee 68, 12353 Berlin, Buckow (Neukölln)",Deutsche Wohnen Gruppe,,,True,1972.0,31.03.2020,,"201,7 kWh/(m²*a)",,Bedarfsausweis,,,7,460.54,0.0,Fernwärme,353.23,Kaution: 1059.00,,107.31,Modernisiert,,,Freuen Sie sich auf Ihre neue Seniorenwohnung,https://www.immobilienscout24.de/expose/115824615,Fernwärme,30.39,1,Lipschitzallee,12353 Berlin,68,Buckow,Neukölln,11.62323132609411,Neuk,Neukö
"Lützowufer 14, 10785 Berlin, Tiergarten (Tiergarten)",Vonovia SE . Postfach 44784 Bochum,,,True,1989.0,27.02.20,,,,Verbrauchsausweis,,,1,817.46,37.0,,655.46,196638,,125.0,,,,+++2 Zimmer-WBS mit BESONDEREM WOHNBEDARF zwingend erforderlich+++,https://www.immobilienscout24.de/expose/115824812,Fernwärme,52.2,"1,5",Lützowufer,10785 Berlin,14,Tiergarten,Tiergarten,12.556704980842913,Mitt,Tierg
"Gervinusstr. XX, 10629 Berlin, Charlottenburg (Charlottenburg)",Hausverwaltung Nadja Casadio Zehlendorfer Damm 61 14532 Kleinmachnow,Gehobene Qualität,2.0,True,1908.0,01.03.2020,,,liegt vor,Verbrauchsausweis,D,,0,1820.0,185.0,,1450.0,4350,,185.0,Modernisiert,,4.0,4-Zimmerwohnung nähe S-Bahnhof Charlottenburg,https://www.immobilienscout24.de/expose/115825272,KWK fossil,136.25,4,,10629 Berlin,,Charlottenburg,Charlottenburg,10.642201834862385,ChWi,Charl
"10179 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Gaedecke Immobilien Nord-West GmbH Geibelstraße 41 30173 Hannover,,1.0,True,1997.0,sofort,,,liegt vor,Verbrauchsausweis,,,5 von 5,1080.0,0.0,Zentralheizung,980.0,4350,,100.0,Gepflegt,,1.0,Sofort-Möbliert- Mindestmiete nur 3 Monate- in Berlin Mitte!,https://www.immobilienscout24.de/expose/115824767,Gas,35.41,2,,10179 Berlin,,Mitte,Mitte,27.675797797232423,Mitt,Mitte
"14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,True,,,,,,,,,4 von 4,993.0,,Etagenheizung,823.0,2469,,170.0,,,,"Attraktive 3-Zimmer-Wohnung mit Balkon in Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/115825320,,94.0,3,,14059 Berlin,,Charlottenburg,Charlottenburg,8.75531914893617,ChWi,Charl
"Guineastr. 25, 13351 Berlin, Wedding (Wedding)",Vonovia SE . Postfach 44784 Bochum,,,True,1971.0,04.04.20,,50 kWh/(m²*a),,Bedarfsausweis,B,,3,800.96,20.0,Zentralheizung,652.96,195888,,128.0,,,,Stolperfrei im Alltag - Weniger Risiko mit einem barrierearmen Fußbodenbelag!,https://www.immobilienscout24.de/expose/115825009,"Fernwärme, Strom",59.36,2,Guineastraße,13351 Berlin,25,Wedding,Wedding,11.0,Mitt,Weddg
"Brüsselerstr 51, 13353 Berlin, Wedding (Wedding)",,Gehobene Qualität,1.0,True,,01.04.2020,,,,,,,4 von 5,1244.0,0.0,,1054.0,3x Nettokaltmiete,,190.0,Gepflegt,,,"Schöne, helle 2-Zimmer- Altbauwohnung-Wohnung in Wedding, Berlin",https://www.immobilienscout24.de/expose/115825597,,72.0,2,Brüsselerstr,13353 Berlin,51,Wedding,Wedding,14.63888888888889,Mitt,Weddg
"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,Gehobene Qualität,2.0,True,1911.0,April 2020,,"141,1 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,1 von 5,3540.0,0.0,Zentralheizung,3000.0,drei Kaltmieten,,540.0,Saniert,,5.0,Wohnen am Lietzensee - Park - Kaiserdamm - sanierter Altbau- ARBEITEN & WOHNEN,https://www.immobilienscout24.de/expose/115810535,KWK fossil,200.0,7,,14057 Berlin,,Charlottenburg,Charlottenburg,15.0,ChWi,Charl
"Neuenburger Str. 24, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1961.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,9,727.51,0.0,Fernwärme,561.38,Kaution: 1684.00,,166.13,Erstbezug nach Sanierung,,,großzügig geschnittene 1-Zimmer Wohnung - frisch modernisiert!,https://www.immobilienscout24.de/expose/115811031,Fernwärme,44.03,1,Neuenburger Straße,10969 Berlin,24,Kreuzberg,Kreuzberg,12.749943220531456,FrKr,Kreuz
"Bizetstraße 83, 13088 Weißensee, Weißensee (Weißensee)",REK Berlin Apartments Management GmbH Kochstraße 29 10969 Berlin,Normale Qualität,1.0,True,1908.0,sofort,,"186,8 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,3 von 4,948.86,50.0,Zentralheizung,798.86,3 Nettokaltmieten,,100.0,Saniert,,1.0,Wunderschöne 2-Zimmerwohnung ***1 Kaltmiete frei***,https://www.immobilienscout24.de/expose/115810612,Gas,60.75,2,Bizetstraße,13088 Weißensee,83,Weißensee,Weißensee,13.149958847736626,Pank,Weißs
"Stallschreiberstr. 50, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,,1959.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,2,1297.08,0.0,Fernwärme,1009.15,Kaution: 3027.00,,287.93,Erstbezug nach Sanierung,,,Modernisierte und geräumige Familienwohnung zum Verlieben!,https://www.immobilienscout24.de/expose/115811041,Fernwärme,78.84,4,Stallschreiberstraße,10969 Berlin,50,Kreuzberg,Kreuzberg,12.799974632166412,FrKr,Kreuz
"Genthiner Str. 11, 10785 Berlin, Tiergarten (Tiergarten)",,Normale Qualität,1.0,,1900.0,ab sofort,,,liegt zur Besichtigung vor,,,,,680.0,0.0,Gas-Heizung,588.0,1764.00,,92.0,Modernisiert,,,"Modernisierte 2,5-Zimmer-Hochparterre-Wohnung mit EBK in Tiergarten, Berlin",https://www.immobilienscout24.de/expose/115810664,Gas,73.5,"2,5",Genthiner Straße,10785 Berlin,11,Tiergarten,Tiergarten,8.0,Mitt,Tierg
"Neuenburger Str. 24, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1961.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,10,637.24,0.0,Fernwärme,493.04,Kaution: 1479.00,,144.2,Erstbezug nach Sanierung,,,Frisch sanierte Single-Wohnung mit Blick über die Dächer Berlins!,https://www.immobilienscout24.de/expose/115811034,Fernwärme,38.22,1,Neuenburger Straße,10969 Berlin,24,Kreuzberg,Kreuzberg,12.900052328623758,FrKr,Kreuz
"Neuenburger Str. 24, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1961.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,5,969.01,0.0,Fernwärme,746.93,Kaution: 2240.00,,222.08,Erstbezug nach Sanierung,,,ideale Pärchenwohnung in Kreuzberg - Erstbezug nach Sanierung!,https://www.immobilienscout24.de/expose/115811029,Fernwärme,58.86,2,Neuenburger Straße,10969 Berlin,24,Kreuzberg,Kreuzberg,12.689942235813795,FrKr,Kreuz
"Götelstr. 79, 13595 Berlin, Spandau (Spandau)",Deutsche Wohnen Gruppe,,,,1939.0,Nach Vereinbarung,,"137,1 kWh/(m²*a)",,Bedarfsausweis,E,,2,638.76,0.0,Fernwärme,464.33,Kaution: 1392.00,,174.43,Gepflegt,,,Möbel rein - glücklich sein!,https://www.immobilienscout24.de/expose/115812025,Fernwärme,41.51,"1,5",Götelstraße,13595 Berlin,79,Spandau,Spandau,11.185979282100698,Span,Spand
"Konrad Wolf Str. 0, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",,,1.0,,,ab sofort,,,,,,,1 von 3,570.0,0.0,Zentralheizung,460.0,1344.00,,110.0,,,,"Sonnige geräumige 1-Zimmer-Wohnung mit Einbauküche in Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/115811306,,38.0,1,Konrad-Wolf-Straße,13055 Berlin,0,Alt-Hohenschönhausen,Hohenschönhausen,12.105263157894736,,
"Lohmeyer Str 00, 10587 Berlin, Charlottenburg (Charlottenburg)",Buhlig Immobilien Schulstr. 25 13187 Berlin,Normale Qualität,,True,1903.0,sofort,,,liegt vor,Verbrauchsausweis,C,,4 von 5,1425.0,0.0,Fernwärme,1150.0,1344.00,,275.0,Gepflegt,,,Dachmaisonette befristet für 4 Jahre plus Verlängerungsoption für 2 Personen,https://www.immobilienscout24.de/expose/115811785,Fernwärme,96.5,3,Lohmeyer Str,10587 Berlin,00,Charlottenburg,Charlottenburg,11.917098445595855,ChWi,Charl
"13347 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Sachwert Kontor für Immobilienmanagement,,,,1972.0,Verfügbar ab sofort,,,liegt vor,Verbrauchsausweis,D,,2 von 4,1265.4,0.0,Zentralheizung,979.4,1344.00,,179.0,Saniert,,,# Exklusive Wohnung in TOP Lage # bis zu 2 PKW Stellplätze auf den Hof möglich!,https://www.immobilienscout24.de/expose/115812464,Öl,78.0,2,,13347 Berlin,,Wedding,Wedding,12.556410256410256,Mitt,Weddg
"Neuenburger Str. 24, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1961.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,3,637.24,0.0,Fernwärme,493.04,Kaution: 1479.00,,144.2,Erstbezug nach Sanierung,,,Singles zuschlagen! - Erstbezug nach Sanierung in Kreuzberg,https://www.immobilienscout24.de/expose/115812029,Fernwärme,38.22,1,Neuenburger Straße,10969 Berlin,24,Kreuzberg,Kreuzberg,12.900052328623758,FrKr,Kreuz
"12107 Berlin, Mariendorf (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,,True,,,,,,,,,,1100.0,0.0,,950.0,Kaution: 1479.00,,150.0,,,,"950 €, 68 m², 2,5 Zimmer",https://www.immobilienscout24.de/expose/115812676,,68.0,"2,5",,12107 Berlin,,Mariendorf,Tempelhof,13.970588235294118,TSch,Temp
"Neuenburger Str. 24, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1961.0,Nach Vereinbarung,,,,Verbrauchsausweis,,,4,969.01,0.0,Fernwärme,746.93,Kaution: 2240.00,,222.08,Erstbezug nach Sanierung,,,Erstbezug nach Sanierung im Zentrum Kreuzbergs!,https://www.immobilienscout24.de/expose/115812032,Fernwärme,58.86,2,Neuenburger Straße,10969 Berlin,24,Kreuzberg,Kreuzberg,12.689942235813795,FrKr,Kreuz
"Schönhauser Allee 174, 10119 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Wiener Hausverwaltung GmbH Steinplatz 3 10623 Berlin,Gehobene Qualität,1.0,True,2019.0,sofort,,,liegt zur Besichtigung vor,,,,2 von 4,2105.4,105.0,Zentralheizung,1835.4,5506.20,,165.0,Saniert,,1.0,ERSTBEZUG - neu sanierte 3-Zimmerwohnung am Senefelder Platz,https://www.immobilienscout24.de/expose/115812292,Gas,87.4,3,Schönhauser Allee,10119 Berlin,174,Prenzlauer Berg,Prenzlauer Berg,21.0,Pank,Prenz
"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,Luxus,1.0,True,,10.03.2020,,,,,,,,1060.0,0.0,,1060.0,2000,,0.0,Neuwertig,,,"Schöne, geräumige ein Zimmer Wohnung in Berlin, Winsviertel, Prenzlauer Berg",https://www.immobilienscout24.de/expose/115812828,,36.0,1,,10405 Berlin,,Prenzlauer Berg,Prenzlauer Berg,29.444444444444443,Pank,Prenz
"Westerwaldstr. 24, 13589 Berlin, Spandau (Spandau)",Deutsche Wohnen Gruppe,,,True,1965.0,15.04.2020,,,,Verbrauchsausweis,E,,1,528.26,0.0,Fernwärme,373.94,Kaution: 1121.00,,154.32,Vollständig renoviert,,,Wohnung sucht Single...,https://www.immobilienscout24.de/expose/115813706,Fernwärme,38.02,1,Westerwaldstraße,13589 Berlin,24,Spandau,Spandau,9.835349815886374,Span,Spand
"12247 Berlin, Lankwitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,True,,01.04.2020,,,,,,,1 von 2,844.0,0.0,Fußbodenheizung,604.0,3,,240.0,,,,"Geschmackvolle Wohnung mit zwei Zimmern sowie Balkon und EBK in Lankwitz (Steglitz), Berlin",https://www.immobilienscout24.de/expose/115806192,,59.0,2,,12247 Berlin,,Lankwitz,Steglitz,10.23728813559322,StZe,Stegl
"Zweibrücker Str. 63, 13583 Berlin, Spandau (Spandau)",Deutsche Wohnen Gruppe,,,True,1927.0,15.03.2020,,,,Verbrauchsausweis,D,,2,821.95,0.0,Fernwärme,573.84,Kaution: 1721.00,,248.11,Vollständig renoviert,,,Sanierte Altbauwohnung mit Charme...,https://www.immobilienscout24.de/expose/115807133,Fernwärme,66.34,"2,5",Zweibrücker Straße,13583 Berlin,63,Spandau,Spandau,8.649984926138076,Span,Spand
"Machnower Straße 2, 14109 Berlin, Wannsee (Zehlendorf)",Fritz-Ritter-Straße 44 07747 Jena,,,True,,,,,,,,,,700.0,,,500.0,Kaution: 1721.00,,,,,,Schöne Wohnung im Grünen,https://www.immobilienscout24.de/expose/115807295,,50.0,"1,5",Machnower Straße,14109 Berlin,2,Wannsee,Zehlendorf,10.0,StZe,Zehld
"Oranienstr. 116, 10969 Berlin, Kreuzberg (Kreuzberg)",Deutsche Wohnen Gruppe,,,True,1963.0,Nach Vereinbarung,,"134,8 kWh/(m²*a)",,Bedarfsausweis,,,0,1040.4,0.0,Fernwärme,816.0,Kaution: 2448.00,,224.4,Modernisiert,,,"Modernisiert, zentral gelegen und genial geschnitten!",https://www.immobilienscout24.de/expose/115807138,Fernwärme,63.75,"2,5",Oranienstraße,10969 Berlin,116,Kreuzberg,Kreuzberg,12.8,FrKr,Kreuz
"Alte Potsdamer Straße 11, 10785 Berlin, Tiergarten (Tiergarten)",ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,,,True,1998.0,nach Vereinbarung,,,,Verbrauchsausweis,,,5 von 8,1494.0,0.0,Zentralheizung,1194.0,3582.00,,300.0,Vollständig renoviert,,1.0,# Wohnen direkt am Potsdamer Platz,https://www.immobilienscout24.de/expose/115807153,Öl,66.77,2,Alte Potsdamer Straße,10785 Berlin,11,Tiergarten,Tiergarten,17.882282462183618,Mitt,Tierg
"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Reinsperger Immobilien GmbH An der Alten Brauerei 1 14482 Potsdam,Luxus,1.0,,1895.0,sofort,,"97,5 kWh/(m²*a)",liegt vor,Bedarfsausweis,B,,2 von 4,1043.0,0.0,Zentralheizung,828.0,3 Kaltmieten,,215.0,Erstbezug nach Sanierung,,1.0,Wohnen im „Lindenhof“: Großzügiges Loft mit Blick ins Grüne,https://www.immobilienscout24.de/expose/115807769,Fernwärme,61.0,2,Im Lindenhof,10365 Berlin,1,Lichtenberg,Lichtenberg,13.573770491803279,Lich,Liber
"Pichelsdorfer Straße 98, 13595 Berlin, Spandau (Spandau)",EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,Normale Qualität,1.0,,1930.0,sofort,,,liegt vor,Verbrauchsausweis,,,1 von 4,1084.03,202.0,Zentralheizung,708.03,2124.09,,174.0,Gepflegt,,3.0,schöne 3-Zimmerwohnung im Altbau,https://www.immobilienscout24.de/expose/115807784,Öl,86.24,3,Pichelsdorfer Straße,13595 Berlin,98,Spandau,Spandau,8.209995361781075,Span,Spand
"12277 Berlin, Marienfelde (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Boden-Finanz GmbH & Co. KG,,1.0,True,1959.0,,,,liegt vor,Verbrauchsausweis,,,2 von 3,765.0,65.0,Öl-Heizung,620.0,2124.09,,80.0,,,1.0,"ruhige helle 3 Zimmer Wohnung, 65qm, schönes Bad, gr. Balkon, Nähe S-Bhf",https://www.immobilienscout24.de/expose/115807896,Öl,65.0,3,,12277 Berlin,,Marienfelde,Tempelhof,9.538461538461538,TSch,Temp
"Würzburgerstrasse 6, 10789 Berlin, Wilmersdorf (Wilmersdorf)",,Gehobene Qualität,1.0,True,1960.0,ab sofort,,,liegt vor,Verbrauchsausweis,,,4 von 5,995.0,0.0,Fernwärme,865.0,2200,,130.0,Erstbezug nach Sanierung,,,If you 👍 shopping - you will ❤️ this apartment,https://www.immobilienscout24.de/expose/115807424,Wärmelieferung,35.0,1,Würzburgerstrasse,10789 Berlin,6,Wilmersdorf,Wilmersdorf,24.714285714285715,ChWi,Wilmd
"Witzlebenstraße 15, 14057 Berlin, Charlottenburg (Charlottenburg)",Tolle Hausverwaltung GmbH Kurfürstendamm 42 10719 Berlin,,1.0,,1992.0,01.03.2020,,,liegt vor,Verbrauchsausweis,,,1 von 6,1120.0,0.0,Zentralheizung,830.0,2490,,290.0,,,2.0,Geräumige 3-Zimmerwohnung nahe Lietzensee,https://www.immobilienscout24.de/expose/115808124,Öl,87.53,3,Witzlebenstraße,14057 Berlin,15,Charlottenburg,Charlottenburg,9.482463155489546,ChWi,Charl
"Paula-Fürst-Str. 10, 10317 Berlin, Rummelsburg (Lichtenberg)",allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,,2.0,True,2007.0,sofort,,,liegt vor,Verbrauchsausweis,C,,3 von 5,1947.84,88.15,Fernwärme,1581.3,474390,,278.39,Gepflegt,,2.0,Großzügig gestaltete 3-Zimmer-Wohnung mit Wannenbad und Balkon,https://www.immobilienscout24.de/expose/115808522,Fernwärme,112.95,3,Paula-Fürst-Straße,10317 Berlin,10,Rummelsburg,Lichtenberg,14.0,Lich,Liber
"Philipp-Jacob-Rauch-Str. 16, 12559 Berlin, Müggelheim (Köpenick)",Hamkon GmbH Hausverwaltungen & Immobilien Alt-Köpenick 22 12555 Berlin,,1.0,True,1996.0,sofort,,,liegt vor,Verbrauchsausweis,D,,,823.53,50.0,Zentralheizung,658.53,3 Nettokaltmieten,,115.0,Gepflegt,,1.0,Behagliche Dachgeschosswohnung in gepflegter Wohnanlage im schönen Müggelheim!,https://www.immobilienscout24.de/expose/115808056,Gas,69.76,"2,5",Philipp-Jacob-Rauch-Straße,12559 Berlin,16,Müggelheim,Köpenick,9.439936926605503,TrKö,Köpen
"Philipp-Jacob-Rauch-Str. 08, 12559 Berlin, Müggelheim (Köpenick)",Hamkon GmbH Hausverwaltungen & Immobilien Alt-Köpenick 22 12555 Berlin,,,True,1996.0,01.05.2020,,,liegt vor,Verbrauchsausweis,D,,,828.53,50.0,Zentralheizung,658.53,3 Nettokaltmieten,,120.0,Gepflegt,,,Behagliche Dachgeschosswohnung in gepflegter Wohnanlage im schönen Müggelheim!,https://www.immobilienscout24.de/expose/115808574,Gas,69.76,"2,5",Philipp-Jacob-Rauch-Straße,12559 Berlin,08,Müggelheim,Köpenick,9.439936926605503,TrKö,Köpen
"Bruno-Bürgel-Weg 18, 12439 Berlin, Niederschöneweide (Treptow)",Hamkon GmbH Hausverwaltungen & Immobilien Alt-Köpenick 22 12555 Berlin,,1.0,True,1900.0,sofort,,,liegt vor,Verbrauchsausweis,,,3,932.6,60.0,Zentralheizung,744.6,3 Nettokaltmieten,,128.0,Gepflegt,,1.0,Helle 3 Zimmer Wohnung mit Balkon im sanierten Altbau!,https://www.immobilienscout24.de/expose/115808992,,73.0,3,Bruno-Bürgel-Weg,12439 Berlin,18,Niederschöneweide,Alt-Treptow,10.200000000000001,TrKö,Alttr
