Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adreese
Wohnglück pur - ruhig gelegen & frisch saniert,https://www.immobilienscout24.de/expose/115086863,"706,19 €",100 €,38 €,"844,19 €",2118.57,,"47,51 m²","1,5",,,,True,1962,,,Zentralheizung,"Gas, Strom",,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Walter-Linse-Str. 7 B, 12203 Berlin, Lichterfelde (Steglitz)"
Barrierearme Wohnung mit Südbalkon an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115088931,900 €,"169,26 €",in Nebenkosten enthalten,"1.069,26 €","2.700,00 EUR",4 von 5,"60,45 m²",2,1,1,True,True,2019,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
"Beste Lage Wilhelmstadt! Erstbezug nach Mod.! Hervorragende 5 Zi. im 2. OG mit Parkett, EBK, Balkon",https://www.immobilienscout24.de/expose/114993450,1.557 €,165 €,127 €,1.849 €,4671,2 von 4,"127,05 m²",5,4,1,,True,1929,zuletzt 2019,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,DOMINO ImmobilienAgentur Helge Grüß Große-Leege-Str. 97/98 13055 Berlin,"Straßburger Str. 30, 13581 Berlin, Spandau (Spandau)"
Helle Neubauwohnung mit großer Dachterrasse!,https://www.immobilienscout24.de/expose/115089202,1.095 €,160 €,in Nebenkosten enthalten,1.255 €,"3285,00",6,"57,93 m²",2,1,1,True,True,2018,,Modernisiert,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Siegfried-Hirschmann-Park 10, 10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)"
Barrierefreie Wohnung mit Aufzug und bodengleicher Dusche an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115089091,670 €,"131,10 €",in Nebenkosten enthalten,"801,10 €","2.010,00 EUR",2 von 5,"46,82 m²",1,,1,True,True,2019,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
Sonniges Dachstudio mit 270°-Blick bis zu den Müggelbergen,https://www.immobilienscout24.de/expose/115089246,750 €,"136,05 €",in Nebenkosten enthalten,"886,05 €","2250,00 EUR",5 von 5,"48,59 m²",1,,1,True,True,2019,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
++Traumhafte Wohnung in Stadtvilla++Wohnberechtigungsschein (WBS) für 2 Räume erforderlich++,https://www.immobilienscout24.de/expose/115090640,"432,53 €",247 €,in Nebenkosten enthalten,"679,53 €","1.297,59 EUR",2,"59,72 m²",2,,,,True,1984,,Gepflegt,Zentralheizung,Öl,,Verbrauchsausweis,,domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,"Buckower Damm 193, 12349 Berlin, Buckow (Neukölln)"
"Attraktive, sanierte 3-Zimmer-Hochparterre-Wohnung zur Miete in Rosenthal (Pankow), Berlin",https://www.immobilienscout24.de/expose/115092074,"795,70 €",200 €,in Nebenkosten enthalten,"995,70 €",,,"85,12 m²",3,,1,,,1900,,Saniert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,"188,4 kWh/(m²*a)",,"Angerweg 50, 13158 Berlin, Rosenthal (Pankow)"
Ihre 3-Zimmer-Wohnung im Erstbezug ab Februar,https://www.immobilienscout24.de/expose/115089999,1.150 €,"230,05 €",in Nebenkosten enthalten,"1.380,05 €","3450,00 EUR",4 von 5,"82,16 m²",3,2,2,True,True,2019,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 21, 12555 Berlin, Köpenick (Köpenick)"
Wandeln auf den Spuren von Rainer Maria Rilke.,https://www.immobilienscout24.de/expose/115092556,890 €,155 €,nicht in Nebenkosten enthalten,1.045 € (zzgl. Heizkosten),1800.0,0 von 4,66 m²,2,,1,,,1908,,,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Zenhomes GmbH,"Hundekehlestraße 11, 14199 Berlin, Schmargendorf (Wilmersdorf)"
"Wohnung, 2 Zimmer am S-Bahnhof Grünau",https://www.immobilienscout24.de/expose/115097791,612 €,122 €,66 €,800 €,1836 EUR,1 von 1,51 m²,2,1,1,,,unbekannt,,Vollständig renoviert,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Inseriert auf ohne-makler.net,"Richterstr. 9, 12526 Berlin, Bohnsdorf (Treptow)"
"Bestlage Johannisthal, 2 Zimmerwohnung mit Balkon!!",https://www.immobilienscout24.de/expose/114948014,750 €,110 €,inkl. 110 €,970 €,"2250,00 €",2 von 3,60 m²,2,1,1,,,1900,zuletzt 2014,Saniert,,Öl,liegt vor,Bedarfsausweis,,Klarholz Immobilien Wexstr. 23 10715 Berlin,"Winckelmannstraße 43, 12487 Berlin, Johannisthal (Treptow)"
"Ruhige, möblierte Altbauwohnung im Gartenhaus",https://www.immobilienscout24.de/expose/114950293,480 €,55 €,35 €,570 €,1440,3 von 4,29 m²,1,1,1,,True,1904,zuletzt 2015,Modernisiert,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Hausverwaltung L,"Emdener Strasse 56, 10551 Berlin, Tiergarten (Tiergarten)"
"Einzelapartment im Studio B (Studenten, Azubis und young professionals)",https://www.immobilienscout24.de/expose/114959551,617 €,108 €,keine Angabe,725 € (zzgl. Heizkosten),3 Monatsmieten,9,"30,87 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)"
Möblierter und hochwertig sanierter Altbau in Kiezlage !,https://www.immobilienscout24.de/expose/114963720,1.377 €,120 €,nicht in Nebenkosten enthalten,1.497 € (zzgl. Heizkosten),"4.131,00",4 von 4,"76,5 m²",2,1,1,,True,1900,,Saniert,Etagenheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Hagenauer Straße 3, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Einziehen mit WBS, Wohnen in verkehrsgünstiger grüner Lage",https://www.immobilienscout24.de/expose/114951115,"560,63 €","261,80 €","inkl. 109,36 €","822,43 €",,3,"73,97 m²",3,,,,,1997,,,Fernwärme,,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Schillerstr. 3A, 13156 Berlin, Niederschönhausen (Pankow)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/114964805,"807,19 €","89,69 €","67,27 €","964,15 €",2xNKM,4 von 8,"44,84 m²",1,1,1,True,True,2019,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
"Willkommen Studenten & Azubis, Einzelappartement frei ab 01.April.2020",https://www.immobilienscout24.de/expose/114964578,560 €,99 €,keine Angabe,659 € (zzgl. Heizkosten),3 Monatskaltmieten,2,"28,18 m²",1,,,True,True,2017,,,,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)"
Schickes Einzelappartement für Studenten und Azubis mit Dachterrasse,https://www.immobilienscout24.de/expose/114964826,485 €,80 €,keine Angabe,565 € (zzgl. Heizkosten),3 Monatskaltmieten,10,"22,88 m²",1,,,True,True,2017,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)"
"Möbliertes Einzelappartement mit EBK, für Studenten und Azubis",https://www.immobilienscout24.de/expose/114964961,500 €,76 €,keine Angabe,476 € (zzgl. Heizkosten),3 Monatskaltmieten,4,"19,6 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)"
"PROVISIONSFREI - 1 Zimmer-Appartement unmöbliert - Studenten, Azubis Doktoranden",https://www.immobilienscout24.de/expose/114965141,460 €,76 €,keine Angabe,536 € (zzgl. Heizkosten),3 Monatskaltmieten,1,"19,5 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)"
Dezente Hülle trifft intensiven Kern; ein Haus mit reizvollem Innenleben....,https://www.immobilienscout24.de/expose/114969240,1.638 €,180 €,nicht in Nebenkosten enthalten,1.818 € (zzgl. Heizkosten),3 Nettokaltmieten,0 von 2,117 m²,3,2,1,,True,1924,,Erstbezug nach Sanierung,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,"Peggy Matusch, V-V-S-Management Skladanowskystr. 1 13156 Berlin","Ruppiner Chaussee 215, 13503 Berlin, Heiligensee (Reinickendorf)"
Die beste Adresse im Weitlingkiez!,https://www.immobilienscout24.de/expose/114973467,804 €,186 €,in Nebenkosten enthalten,990 €,,2 von 0,"81,79 m²",3,,,True,,1999,,,Zentralheizung,Gas,,Verbrauchsausweis,,Berlinhaus Verwaltung GmbH Friedrichstr. 30 10969 Berlin,"Weitlingstraße 71, 10317 Berlin, Lichtenberg (Lichtenberg)"
gepflegte 2-Zimmer-Wohnung in Mahlsdorf Süd Optional Hobbyraum,https://www.immobilienscout24.de/expose/114975801,"576,03 €",180 €,in Nebenkosten enthalten,"756,03 €","2.223,45",0 von 3,"61,02 m²",2,1,1,,True,1996,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,178 kWh/(m²*a),Aureal Immobilienmanagement GmbH Agricolastr. 24 10555 Berlin,"Willestraße 7A, 12623 Berlin, Mahlsdorf (Hellersdorf)"
Koffer packen und einziehen,https://www.immobilienscout24.de/expose/114979404,555 €,60 €,75 €,690 €,"1665,00",1 von 4,"55,03 m²","1,5",1,1,True,True,,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,88 kWh/(m²*a),Schela Hausverwaltung GmbH Bahnhofstraße 11 12555 Berlin,"Plauener Str. 89 c, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
1-Zimmerwohnung mit Balkon sucht neuen Mieter,https://www.immobilienscout24.de/expose/114978750,539 €,50 €,70 €,659 €,"1617,00",3 von 4,"53,47 m²",1,,1,,,unbekannt,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,88 kWh/(m²*a),Schela Hausverwaltung GmbH Bahnhofstraße 11 12555 Berlin,"Plauener Str. 89 a, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
Modern möbliertes Einzelapartment zur Pauschalmiete,https://www.immobilienscout24.de/expose/114965446,545 €,keine Angabe,keine Angabe,545 € (zzgl. Nebenkosten & Heizkosten),3 Monatsmieten,4,"23,8 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)"
TOP Neubau Eckwohnung Erdgeschoss 2 Zimmer mit EBK und Bad,https://www.immobilienscout24.de/expose/114979504,670 €,75 €,50 €,795 €,2010,0 von 0,"55,93 m²",2,1,1,,True,2019,zuletzt 2020,Erstbezug,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,,"Kienhorststr. 165, 13403 Berlin, Reinickendorf (Reinickendorf)"
Möblierte 3 Zimmer-Altbauwohnung mit Balkon am Wartheplatz in Neukölln,https://www.immobilienscout24.de/expose/114979966,1.040 €,120 €,20 €,1.180 €,3 Nettokaltmieten,1 von 5,"87,05 m²",3,2,1,,True,1900,,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,135 kWh/(m²*a),IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Warthestraße 56, 12051 Berlin - Neukölln, Neukölln (Neukölln)"
Lichtenberg - lichtdurchflutete 2 Zimmerwohnung - Balkon - ca 59 m² - 730 € warm,https://www.immobilienscout24.de/expose/114948013,588 €,142 €,inkl. 55 €,730 €,1230 EUR,2 von 4,"58,63 m²",2,,,,,1910,,Modernisiert,Zentralheizung,Fernwärme,,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Alt Friedrichsfelde 122, 10315 Berlin, Friedrichsfelde (Lichtenberg)"
"Möblierte 3-Zimmer-Maisonette-Wohnung, Dachgeschoss, im Westend",https://www.immobilienscout24.de/expose/114981352,900 €,120 €,40 €,1.060 €,3 Nettokaltmieten,4 von 5,"74,72 m²",3,3,1,,True,1892,,Gepflegt,Fernwärme,Fernwärme,,,,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Spandauer Damm 107, 14059 Berlin, Charlottenburg (Charlottenburg)"
Neubau Dachgeschosswohnung mit großzügiger Terrasse,https://www.immobilienscout24.de/expose/114984144,1.501 €,193 €,116 €,1.810 €,"4.503,00 EURO",5 von 6,"76,99 m²",3,2,1,True,True,2019,,Erstbezug,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,Zebitz & Heyden Real Estate GmbH Hubertusstraße 12-13 12163 Berlin,"Mariannenplatz 20, 10997 Berlin, Kreuzberg (Kreuzberg)"
"Schnell sein, Studentenwohnung zum Sommersemester sichern (nur für Studenten & Azubis)",https://www.immobilienscout24.de/expose/114882953,470 €,76 €,keine Angabe,546 € (zzgl. Heizkosten),3 Monatsmieten,1,"19,5 m²",1,,,,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)"
Möbliertes Einzelapartment frei im Studio B2 (für Studenten und Azubis),https://www.immobilienscout24.de/expose/114882791,470 €,76 €,keine Angabe,546 € (zzgl. Heizkosten),3 Monatsmieten,,"19,5 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)"
Penthouse direkt am Kollwitzplatz . TOP Lage und Kiez im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114893267,1.650 €,210 €,in Nebenkosten enthalten,1.860 €,,6 von 5,77 m²,2,1,1,True,True,,zuletzt 2019,Modernisiert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug . Penthousewohnung . 3 - 4 Zimmer - direkt am Kollwitzplatz im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114894039,2.850 €,490 €,in Nebenkosten enthalten,3.340 €,,6 von 5,183 m²,3,2,2,True,True,,zuletzt 2019,Erstbezug,Zentralheizung,,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! Du-Bad,Terrasse",https://www.immobilienscout24.de/expose/114894705,990 €,280 €,in Nebenkosten enthalten,1.270 €,,1 von 3,95 m²,3,2,1,,,1935,zuletzt 2019,Erstbezug nach Sanierung,,,laut Gesetz nicht erforderlich,,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 60, 13591 Berlin, Staaken (Spandau)"
Die ersten drei Monate zahlen Sie nur Nebenkosten! Top Singlewohnung!,https://www.immobilienscout24.de/expose/114901835,480 €,141 €,in Nebenkosten enthalten,621 €,"960,00",4 von 4,"42,61 m²",1,,1,,,1900,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Hönower Str. 189, 12623 Berlin, Mahlsdorf (Hellersdorf)"
möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902019,"4.416,40 €","331,20 €","inkl. 165,60 €","4.747,60 €",3 Nettokaltmieten,6 von 5,"110,41 m²",3,2,2,True,True,2018,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)"
möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902010,"5.540,64 €","395,76 €","inkl. 197,88 €","5.936,40 €",3 Nettokaltmieten,6 von 5,"131,92 m²",3,2,2,True,True,2018,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)"
möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114899806,"4.416,40 €","331,20 €","inkl. 165,60 €","4.747,60 €",3 Nettokaltmieten,6 von 5,"110,41 m²",3,2,2,True,True,2018,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)"
möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902028,"4.416,40 €","331,20 €","inkl. 165,60 €","4.747,60 €",3 Nettokaltmieten,6 von 5,"110,41 m²",3,2,2,True,True,2018,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)"
"Erstbezug mit Balkon: schöne 4-Zimmer-Wohnung in Karlshorst (Lichtenberg), Berlin",https://www.immobilienscout24.de/expose/114921337,1.400 €,140 €,110 €,1.650 €,Deutschland,2 von 4,99 m²,4,,2,True,,2020,,Erstbezug,Blockheizkraftwerke,Fernwärme,liegt zur Besichtigung vor,,,,"Rienzistr 11, 10318 Berlin, Karlshorst (Lichtenberg)"
möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114901984,"5.540,64 €","395,76 €","inkl. 197,88 €","5.936,40 €",3 Nettokaltmieten,6 von 5,"131,92 m²",3,2,2,True,True,2018,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)"
Neubau+Top Lage!! preiswerte moderne 2-Zimmer-Wohnung am Hauptbahnhof Berlin! Top Lage!!,https://www.immobilienscout24.de/expose/114940511,1.128 €,157 €,50 €,1.335 €,2990,2 von 5,54 m²,2,,1,True,True,2019,zuletzt 2019,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,,"Lehrtestr 23A, 10557 Berlin, Tiergarten (Tiergarten)"
"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! EBK, Du, Terr.",https://www.immobilienscout24.de/expose/114947747,540 €,155 €,in Nebenkosten enthalten,745 €,,1 von 3,51 m²,1,1,1,,True,1935,zuletzt 2019,Erstbezug nach Sanierung,,,laut Gesetz nicht erforderlich,,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 52, 13591 Berlin, Staaken (Spandau)"
Möbliertes Einzelappartement frei ab sofort,https://www.immobilienscout24.de/expose/114930653,545 €,121 €,keine Angabe,666 € (zzgl. Heizkosten),3 Monatskaltmieten,2,"24,19 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)"
geräumige 2-Zimmerwohnung,https://www.immobilienscout24.de/expose/114936058,"635,12 €",197 €,inkl. 82 €,"832,12 €",drei Nettokaltmieten,2 von 4,"63,95 m²",2,1,1,,True,1995,,,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,"149,1 kWh/(m²*a)",Mittelpunkt Immobilien Consult GmbH Scharnweberstr. 2 13405 Berlin,"Hildburghauser Straße 5e, 12279 Berlin, Marienfelde (Tempelhof)"
2 Zimmer - Neubau - Wohnung mit Balkon und Einbauküche!,https://www.immobilienscout24.de/expose/114944674,"819,89 €",80 €,30 €,"929,89 €",2459.67,5,"47,53 m²",2,,,True,True,2019,,,Zentralheizung,"Fernwärme, Strom",,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Mariendorfer Weg 51, 12051 Berlin, Neukölln (Neukölln)"
Erstbezug nach Modernisierung !,https://www.immobilienscout24.de/expose/114939323,"501,26 €","190,73 €","inkl. 61,50 €","691,99 €","Kaution: 1.503,00 EUR",4,"56,48 m²",2,,,True,,1988,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,62 kWh/(m²*a),Deutsche Wohnen Gruppe,"Weißenfelser Str. 4, 12627 Berlin, Hellersdorf (Hellersdorf)"
"Gehobener Neubau-Wohnkomfort erwartet Sie hier, direkt am Wasser!",https://www.immobilienscout24.de/expose/114944183,1.365 €,172 €,in Nebenkosten enthalten,1.537 €,3 Kaltmieten,1 von 1,"68,67 m²",3,2,1,,True,2019,zuletzt 2019,Erstbezug,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,structure GmbH Liebermannstraße 75 13088 Berlin,"Fährallee 15, 12527 Berlin, Schmöckwitz (Köpenick)"
Traumhaft schön.,https://www.immobilienscout24.de/expose/114880477,"887,73 €",127 €,114 €,"1.128,73 €",2663.19,,"58,79 m²",2,,,True,True,2014,,Neuwertig,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH,"Am Postbahnhof 21, 10243 Berlin, Friedrichshain (Friedrichshain)"
***Möbliertes Luxuspenthouse über 3 Ebenen mit atemberaubender Dachterrasse***,https://www.immobilienscout24.de/expose/114846134,3.400 €,600 €,in Nebenkosten enthalten,4.000 €,3 Nettokaltmieten,6 von 6,171 m²,4,3,2,True,True,2004,,Neuwertig,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,Heider Immobilien Güntzelstraße 53 10717 Berlin,"Marburger Str. 13, 10789 Berlin, Charlottenburg (Charlottenburg)"
"Wohnen wie im Schloß! Sensationeller Erstbezug, besonders repräsentatives Haus dicht Potsdamer Platz",https://www.immobilienscout24.de/expose/114836985,2.100 €,300 €,180 €,2.580 €,3 Monats-Nettokaltmieten,1,150 m²,3,2,1,True,True,1900,zuletzt 2019,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,"170,5 kWh/(m²*a)","habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
*Erstbezug nach Modernisierung*,https://www.immobilienscout24.de/expose/114849883,"529,87 €","215,43 €","inkl. 85,44 €","745,30 €","Kaution: 1.589,00 EUR",1,"66,39 m²",3,,,True,,1989,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,97 kWh/(m²*a),Deutsche Wohnen Gruppe,"Alte Hellersdorfer Str. 135, 12629 Berlin, Hellersdorf (Hellersdorf)"
"Zwei Bäder, zwei Balkone, ein großes Glück - barrierearm!",https://www.immobilienscout24.de/expose/114849920,"802,93 €","305,80 €","inkl. 81,38 €","1.108,73 €","Kaution: 2.408,00 EUR",0,"112,1 m²",3,,,,,1987,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,85 kWh/(m²*a),Deutsche Wohnen Gruppe,"Johannes-Bobrowski-Str. 25, 12627 Berlin, Hellersdorf (Hellersdorf)"
Sensationelle Wasserlage in Charlottenburg,https://www.immobilienscout24.de/expose/114846356,2.330 €,290 €,110 €,2.730 €,"6990,00",5 von 7,129 m²,3,2,2,True,True,2016,,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Kairos Konzept GmbH,"Darwinstraße 2a, 10589 Berlin, Charlottenburg (Charlottenburg)"
