Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Schlafzimmer,Badezimmer,Balkon/ Terrasse,Baujahr,Objektzustand,Ausstattung,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Endenergiebedarf,Energieeffizienzklasse,Anbieter,Adreese
Möbliertes Design Apartment mit Balkon Nähe Ku’damm,https://www.immobilienscout24.de/expose/112063791,1.420 €,keine Angabe,keine Angabe,1.420 € (zzgl. Nebenkosten & Heizkosten),2 Monatsmieten,,42 m²,15.05.2019,2,,,True,,,,Zentralheizung,,liegt zur Besichtigung vor,,,,r24 Holding GmbH,"Olivaer Platz 10, 10707 Berlin, Wilmersdorf (Wilmersdorf)"
Wohnung in Neubau Architektur-Perle – Joachim-Friedrich-Str.10a – 3-Zimmer ca.84 qm,https://www.immobilienscout24.de/expose/112154265,1.820 €,170 €,in Nebenkosten enthalten,1.990 €,5460,3 von 6,"84,18 m²",01.12.2019,3,2,1,True,2019,Erstbezug,Luxus,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,42 kWh/(m²*a),,Westfälische Straße 35 10709 Berlin,"Joachim-Friedrich-Str. 10a, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
Große Wohnküche und Gartennutzung,https://www.immobilienscout24.de/expose/112149698,690 €,59 €,59 €,808 €,3 Kaltmieten,1 von 2,59 m²,sofort,2,1,1,,1900,Gepflegt,Normale Qualität,Gas-Heizung,,laut Gesetz nicht erforderlich,,,,NESTLER & FÖRSTER GmbH Reußstraße 8 13587 Berlin,"Roedernstr. 12, 12459 Berlin, Oberschöneweide (Köpenick)"
Perfekte Maisonette Wohnung für Paare in Zehlendorf!,https://www.immobilienscout24.de/expose/112181667,1.410 €,240 €,145 €,1.795 €,3 Nettokaltmieten,0 von 2,"115,4 m²",sofort,4,1,,True,1980,,Normale Qualität,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,,,Schön & Sever Vertriebs GmbH Bundesallee 89 12161 Berlin,"Am Schlachtensee 60, 14129 Berlin, Zehlendorf (Zehlendorf)"
Luxus-Penthouse mit besten Aussichten zum Erstbezug direkt am HBF!,https://www.immobilienscout24.de/expose/112184443,"2.379,41 €","245,30 €","122,65 €","2.747,36 €",4759,5 von 5,"122,65 m²",01.03.2020,4,3,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Ruhige Ecke für Zwei,https://www.immobilienscout24.de/expose/112186529,"464,17 €","106,10 €","53,05 €","623,32 €","1.392,51",2 von 5,"66,31 m²",sofort,2,1,1,,1989,Gepflegt,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,"Wohnungsgenossenschaft ""Grüne Mitte"" Hellersdorf eG Neuruppiner Straße 24 12629 Berlin","Kyritzer Str. 109, 12629 Berlin, Hellersdorf (Hellersdorf)"
Penthouse-Traum mit großer Dachterrasse zum Erstbezug mit EBK!,https://www.immobilienscout24.de/expose/112184410,"2.162,91 €","222,98 €","111,49 €","2.497,38 €",4326,5 von 5,"111,49 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
2 Balkone viel Licht und jede Menge Platz! Erstbezug ist immer gut!,https://www.immobilienscout24.de/expose/112187934,"1.503,07 €","169,36 €","84,68 €","1.757,11 €",3007,2 von 5,"84,68 m²",01.03.2020,3,2,1,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Viel Platz auf 110m² und drei Zimmer direkt am HBF mit Erstbezug und EBK.,https://www.immobilienscout24.de/expose/112184378,"1.873,01 €","217,16 €","108,58 €","2.198,75 €",3747,0 von 5,"108,58 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/112213800,"1.999,19 €","174,18 €","87,09 €","2.260,46 €","5.997,57 €",4 von 7,"101,43 m²",sofort möglich,3,2,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 95, 10969 Berlin-Mitte, Mitte (Mitte)"
Perfekt für die Familie!,https://www.immobilienscout24.de/expose/112198111,"483,98 €","110,62 €","55,31 €","649,91 €","1.451,94",3 von 5,"69,14 m²",sofort,4,3,1,True,1986,Gepflegt,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,"Wohnungsgenossenschaft ""Grüne Mitte"" Hellersdorf eG Neuruppiner Straße 24 12629 Berlin","Neuruppiner Str. 6, 12629 Berlin, Hellersdorf (Hellersdorf)"
2 Raum Wohnung in Berlin zu vermieten,https://www.immobilienscout24.de/expose/112214284,665 €,160 €,inkl. 55 €,825 €,Kaution: 3 Netto-Kalt-Mieten,4,"57,75 m²",,2,,,True,1892,,,,Fernwärme,,Bedarfsausweis,"59,9 kWh/(m²*a)",,Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)"
2 Raum Wohnung in Berlin zu vermieten,https://www.immobilienscout24.de/expose/112215538,815 €,200 €,inkl. 70 €,1.015 €,Kaution: 3 Netto-Kalt-Mieten,2,"70,88 m²",,2,,,,1892,,,,Fernwärme,,Bedarfsausweis,"59,9 kWh/(m²*a)",,Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)"
"1,5 Raum Wohnung in Berlin zu vermieten",https://www.immobilienscout24.de/expose/112214291,591 €,115 €,inkl. 40 €,706 €,Kaution: 3 Netto-Kalt-Mieten,2,"41,84 m²",,"1,5",,,,1892,,,,Fernwärme,,Bedarfsausweis,"59,9 kWh/(m²*a)",,Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)"
3 Raum Wohnung in Berlin zu vermieten,https://www.immobilienscout24.de/expose/112215567,1.222 €,280 €,inkl. 100 €,1.502 €,Kaution: 3 Netto-Kalt-Mieten,4,"101,81 m²",,3,,,True,1892,,,,Fernwärme,,Bedarfsausweis,"59,9 kWh/(m²*a)",,Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)"
"1,5 Raum Wohnung in Berlin zu vermieten",https://www.immobilienscout24.de/expose/112214287,561 €,110 €,inkl. 40 €,671 €,Kaution: 3 Netto-Kalt-Mieten,2,"39,66 m²",,"1,5",,,True,1892,,,,Fernwärme,,Bedarfsausweis,"59,9 kWh/(m²*a)",,Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)"
"Nachbar gesucht! Großzügige, sanierte Altbauwohnung zu vermieten!",https://www.immobilienscout24.de/expose/112032524,2.466 €,411 €,in Nebenkosten enthalten,2.877 €,"7.398,00 €",2 von 4,137 m²,01.01.2020,3,1,2,True,1910,Erstbezug nach Sanierung,Gehobene Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"153,5 kWh/(m²*a)",E,1.ZS Grundstücksgesellschaft UG Humboldtstr. 17 14193 Berlin,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Stilvolle Altbauwohnung in Kreuzberg!,https://www.immobilienscout24.de/expose/111507109,"1.104,50 €",132 €,in Nebenkosten enthalten,"1.236,50 €",,4 von 4,"46,02 m²",nach Vereinbarung,2,,,,1900,,,Zentralheizung,Erdgas schwer,,Verbrauchsausweis,,,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Fidicinstr. 33, 10965 Berlin, Kreuzberg (Kreuzberg)"
VIDEO! Erstbezug! 2 Zi Altbau 4.OG mit EBK und Balkon,https://www.immobilienscout24.de/expose/111498174,1.215 €,100 €,100 €,1.415 €,3645,4 von 5,95 m²,06.2019,2,1,1,True,1918,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Wärmelieferung,liegt vor,Bedarfsausweis,165 kWh/(m²*a),,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Kaiserin-Augusta-Allee 42, 10589 Berlin, Charlottenburg (Charlottenburg)"
Obersee HighEnd Penthouse Sauna Kamine beh. Wintergarten FBHZ,https://www.immobilienscout24.de/expose/112723498,2.200 €,250 €,in Nebenkosten enthalten,2.450 €,3 NKM,4 von 4,135 m²,01.03.2020,3,,2,True,,,,Zentralheizung,,,,,,,"13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug im Erdgeschoss mit Terrasse!,https://www.immobilienscout24.de/expose/111569014,1.198 €,123 €,in Nebenkosten enthalten,1.321 €,,0 von 0,"49,9 m²",nach Vereinbarung,2,,,,1906,,,,Gas,,Bedarfsausweis,"87,8 kWh/(m²*a)",C,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Rykestr. 50, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/111534405,"2.999,14 €","197,78 €","98,89 €","3.295,81 €","8.997,42 €",3 von 7,"119,44 m²",sofort möglich,4,3,2,True,2018,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)"
"930 €, 92 m², 2 Zimmer",https://www.immobilienscout24.de/expose/112233960,930 €,150 €,nicht in Nebenkosten enthalten,1.080 € (zzgl. Heizkosten),,,92 m²,,2,1,1,,2010,,,Fußbodenheizung,,,,,,,"12351 Berlin, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Modernes Wohnen in perfekter Lage,https://www.immobilienscout24.de/expose/111569018,1.281 €,129 €,in Nebenkosten enthalten,1.410 €,,2 von 0,"46,57 m²",nach Vereinbarung,2,,,True,1906,,,,Gas,,Bedarfsausweis,"87,8 kWh/(m²*a)",C,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Rykestr. 50, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Imposanter Altbau modern nach Sanierung,https://www.immobilienscout24.de/expose/111569019,2.485 €,249 €,in Nebenkosten enthalten,2.734 €,,1 von 0,"99,39 m²",nach Vereinbarung,4,,,True,1906,,,,Gas,,Bedarfsausweis,"87,8 kWh/(m²*a)",C,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Rykestr. 50, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"VIDEO! 2 Zi, Balkon, 1.OG, Kaiserin-Augusta-Allee-zentral",https://www.immobilienscout24.de/expose/111820414,1.160 €,210 €,inkl. 107 €,1.370 €,3480,1 von 4,97 m²,sofort,2,1,1,True,1918,Neuwertig,Gehobene Qualität,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Kaiserin-Augusta-Allee 42, 10589 Berlin, Charlottenburg (Charlottenburg)"
Studenten Willkommen - helles Zimmer mit Balkon direkt am Alex,https://www.immobilienscout24.de/expose/111605809,491 €,80 €,keine Angabe,571 € (zzgl. Heizkosten),3 Monatskaltmieten,6,"24,58 m²",01.04.2020,1,,,True,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)"
Beautiful 1 room Altbau apartment fully furnished - All inclusive - No agency fee,https://www.immobilienscout24.de/expose/111620940,700 €,250 €,in Nebenkosten enthalten,950 €,2000,2 von 4,40 m²,01.03.2020,1,,1,,,,,,,laut Gesetz nicht erforderlich,,,,,"Utrechter Straße 8, 13347 Berlin, Wedding (Wedding)"
"Möblierte, helle Wohnung für Studenten und Azubis",https://www.immobilienscout24.de/expose/111675147,480 €,120 €,keine Angabe,600 € (zzgl. Heizkosten),3 Monatskaltmieten,,"25,96 m²",01.04.2020,1,,,,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Königin-Luise-Straße 5, 14195 Berlin, Steglitz (Steglitz)"
Erstbezug nach Sanierung mit Balkon: Geräumige 2-Zimmer- Wohnung in Reinickendorf,https://www.immobilienscout24.de/expose/111846358,850 €,"133,23 €",in Nebenkosten enthalten,986 €,2550,1 von 4,69 m²,15.2.2020,2,2,1,True,1967,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Öl,liegt zur Besichtigung vor,,,,Hausverwaltung Gutsche,"Reginhardstraße 150, 13409 Berlin, Reinickendorf (Reinickendorf)"
Neubau Architektur-Perle – Joachim-Friedrich-Str.10a – 3-Zimmer 100qm *letzte Einheit*,https://www.immobilienscout24.de/expose/111822452,2.200 €,190 €,in Nebenkosten enthalten,2.390 €,6600,3 von 6,"100,46 m²",01.12.2019,3,2,1,True,2019,Erstbezug,Luxus,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,42 kWh/(m²*a),,Westfälische Straße 35 10709 Berlin,"Joachim-Friedrich-Str. 10a, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
attraktive Altbau Gewerberäume nähe Europa-Center und Tauentzienstraße (EG),https://www.immobilienscout24.de/expose/111470139,2.365 €,keine Angabe,keine Angabe,2.365 € (zzgl. Nebenkosten & Heizkosten),,0 von 0,98 m²,,3,,,,,Gepflegt,Normale Qualität,,,,,,,ArtNight GmbH,"Marburger Straße 14, 10789 Berlin, Charlottenburg (Charlottenburg)"
Studentenwohnheim Berlin - Freie WG-Zimmer ab 01.04.2020 / Bewerbung über www.linvinghouse.berlin,https://www.immobilienscout24.de/expose/111899089,399 €,100 €,in Nebenkosten enthalten,499 €,1197,4 von 6,11 m²,01.04.2020,1,,,,2018,Neuwertig,Normale Qualität,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,,Union Investment Institutional Property GmbH,"Ostendstraße 27, 12459 Berlin, Oberschöneweide (Köpenick)"
"Vollständig renovierte 3-Zimmer-Wohnung mit Balkon in Spandau, Berlin",https://www.immobilienscout24.de/expose/111721853,840 €,180 €,in Nebenkosten enthalten,1.020 €,"2520,00",4 von 4,89 m²,sofort,3,2,1,True,1900,Vollständig renoviert,Normale Qualität,,,,,,,Carl Evers oHG,"Seeburger Str. 14, 13581 Berlin, Spandau (Spandau)"
"Sanierter Altbau im Bergmannkiez 75 m², 2 Zimmer plus Balkon",https://www.immobilienscout24.de/expose/111919443,1.250 €,300 €,in Nebenkosten enthalten,1.550 €,,4 von 4,75 m²,ab sofort,2,,1,True,,,,,,,,,,,"Chamissoplatz 1, 10965 Berlin, Kreuzberg (Kreuzberg)"
Sofort bezugsfertig: 3-Zimmer-Dachgeschosswohnung mit Balkon,https://www.immobilienscout24.de/expose/111945160,"1.158,95 €","257,14 €",in Nebenkosten enthalten,"1.416,09 €","3.476,85 EUR",,"89,15 m²",sofort,3,2,1,True,,Erstbezug,Normale Qualität,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,"60,7 kWh/(m²*a)",B,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Achillesstraße 55 13125 Berlin,"Am Hohen Feld 125a , 13125 Berlin, Karow (Weißensee)"
Schöne Remise zu vermieten!!! Neubau 2019 !!!,https://www.immobilienscout24.de/expose/113000565,1.060 €,80 €,80 €,1.220 €,"3976,50",0,"53,02 m²",sofort,2,1,1,True,2019,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Gas,,,,,Wolff + Wolff Immobilien GmbH,"Bizestr. 127, 13088 Berlin, Weißensee (Weißensee)"
"Möblierte Wohnung direkt am Alex, für Studenten & Azubis",https://www.immobilienscout24.de/expose/111955636,521 €,100 €,keine Angabe,621 € (zzgl. Heizkosten),"1473,00",8,"24,58 m²",01.04.2020,1,,,True,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)"
#Ruhe genießen – feines Apartment mit Wintergarten und Einbauküche zentral am Potsdamer Platz!,https://www.immobilienscout24.de/expose/113934299,918 €,238 €,in Nebenkosten enthalten,1.156 €,"2.754,00 EUR",5 von 11,"52,85 m²",nach Vereinbarung,1,1,1,True,1990,Vollständig renoviert,,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,,,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
"Direkt am Alex - Wohnung mit EBK & toller Terrasse [Studenten, Azubis und young professionals]",https://www.immobilienscout24.de/expose/111955856,826 €,956 €,keine Angabe,130 € (zzgl. Heizkosten),"2478,00",11,"39,55 m²",01.04.2020,1,,,True,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)"
++ Erstbezug mit EBK und Aufzug (mehrere Wohnungen verfügbar) ++,https://www.immobilienscout24.de/expose/110813544,1.061 €,233 €,in Nebenkosten enthalten,1.294 €,"3.183,00 EUR",,"66,3 m²",sofort,3,,,,2019,Erstbezug,,Zentralheizung,Erdgas leicht,,Bedarfsausweis,"32,8 kWh/(m²*a)",A+,domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,"Bürgerstr. 70/72, 12347 Berlin, Britz (Neukölln)"
Charlottenburg: Spandauer Damm: Möblierte 1-Zimmer-Wohnung im Westend per 01.04.2020 zu VERMIETEN,https://www.immobilienscout24.de/expose/110742597,900 €,300 €,in Nebenkosten enthalten,1.200 €,"1000,00",,30 m²,01.04.2020,1,,,,1975,Saniert,,,Gas,liegt vor,Bedarfsausweis,112 kWh/(m²*a),,Lion Immobilien GmbH Xantner Straße 1 10707 Berlin,"14050 Berlin Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/110858313,"1.299,49 €","103,50 €","51,75 €","1.454,74 €","3.898,47 €",4 von 7,"54,97 m²",sofort möglich,2,1,1,True,2018,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)"
*einmalige 4-Zimmer-Maisonette-Wohnung mit TOP Dachterrasse an der Warschauer Brücke*,https://www.immobilienscout24.de/expose/111040545,"2.332,80 €",150 €,150 €,"2.632,80 €","6998,40",6 von 6,"194,4 m²",01.07.2019,4,,1,True,1907,Modernisiert,Gehobene Qualität,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,"87,3 kWh/(m²*a)",,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Marchlewskistr. 111, 10243 Berlin, Friedrichshain (Friedrichshain)"
"Fully furnished, serviced studio, renovated ""Altbau"", quiet garden, roof terrace w 360 view",https://www.immobilienscout24.de/expose/110834127,900 €,200 €,in Nebenkosten enthalten,1.100 €,Deposit depends on contract length: 1-3 months,,40 m²,01.04.2020,1,,1,True,1911,Vollständig renoviert,Gehobene Qualität,Zentralheizung,,liegt zur Besichtigung vor,,,,Berlin,"Paul-Lincke-Ufer 25, 10999 Berlin, Kreuzberg (Kreuzberg)"
City-Apartment im Bergmannkiez,https://www.immobilienscout24.de/expose/110825096,"1.154,50 €",128 €,in Nebenkosten enthalten,"1.282,50 €",,4 von 4,"44,4 m²",,2,,,,1900,,,Zentralheizung,Erdgas schwer,,Verbrauchsausweis,,,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Fidicinstr. 34, 10965 Berlin, Kreuzberg (Kreuzberg)"
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/110851873,"2.299,30 €","170,86 €","85,43 €","2.555,59 €",3 Kaltmieten,5 von 7,"91,72 m²",sofort möglich,4,3,2,True,2018,Erstbezug,Gehobene Qualität,Fußbodenheizung,,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 92, 10969 Berlin, Mitte (Mitte)"
Schicke Pärchen-Wohnung im Bergmannkiez!,https://www.immobilienscout24.de/expose/111192498,1.170 €,130 €,in Nebenkosten enthalten,1.300 €,,3 von 4,45 m²,nach Vereinbarung,2,,,,1900,,,Zentralheizung,Erdgas schwer,,Verbrauchsausweis,,,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Fidicinstr. 34, 10965 Berlin, Kreuzberg (Kreuzberg)"
"Einmal Erster sein: top-moderne, helle 3 Zimmerwohnung mit großem Eck-Balkon, barriefrei",https://www.immobilienscout24.de/expose/110842163,1.116 €,200 €,in Nebenkosten enthalten,1.316 €,3340 €,3 von 4,77 m²,nach Vereinbarung,3,1,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,KWK fossil,,Bedarfsausweis,,B,,"Pfarrer-Theile-Straße 85, 13591 Berlin, Staaken (Spandau)"
"Schönes 1 Zimmer-Appartement, für Studenten frei zum Sommersemester",https://www.immobilienscout24.de/expose/110952966,455 €,76 €,in Nebenkosten enthalten,531 €,3 Monatskaltmieten,3 von 5,"19,5 m²",01.04.2020,1,,,,,Neuwertig,,,,liegt zur Besichtigung vor,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstrasse 65, 13347 Berlin, Wedding (Wedding)"
"*EXKLUSIVES UND EINZIGARTIGES LUXUSPENTHOUSE zw. Monbijoupark, Hackescher Markt und Museumsinsel*",https://www.immobilienscout24.de/expose/111265948,4.400 €,500 €,inkl. 200 €,4.900 €,"13200,00",6 von 6,"174,49 m²",ab sofort,4,1,2,True,2007,Saniert,Luxus,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,C,VTB Vermietungsteam Berlin GmbH Niebuhrstr. 4 10629 Berlin,"Große-Präsidentenstraße 5, 10178 Berlin, Mitte (Mitte)"
gemütliches Apartment frei zum 1.4.2020 in Prenzlauer Berg,https://www.immobilienscout24.de/expose/111307143,850 €,250 €,inkl. 0 €,1.100 €,"2.000,00",3 von 6,30 m²,01.11.2019,2,1,1,,2017,Erstbezug,Gehobene Qualität,Fernwärme,,liegt vor,Bedarfsausweis,"22,8 kWh/(m²*a)",A+,CarpeDiem Berlin GmbH,"Jablonskistraße 21, 10405 Berlin-Prenzlauer Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Erstvermietung: hochwertige Wohnungen in Spreenähe,https://www.immobilienscout24.de/expose/111361174,"1.000,83 €","204,91 €","74,26 €",1.280 €,3 Netto-Kaltmieten,3 von 5,"76,81 m²",sofort,3,2,1,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,66 kWh/(m²*a),B,Dr. Succo & Hartmann Immobilien Königstraße 19 14109 Berlin,"Fließstraße 21, 12439 Berlin, Niederschöneweide (Treptow)"
Erstvermietung: hochwertige Dachgeschosswohnungen in Spreenähe,https://www.immobilienscout24.de/expose/111361371,"1.088,80 €","158,63 €","52,57 €",1.300 €,3 Netto-Kaltmieten,5 von 5,"61,01 m²",sofort,2,2,1,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,66 kWh/(m²*a),B,Dr. Succo & Hartmann Immobilien Königstraße 19 14109 Berlin,"Fließstraße 21, 12439 Berlin, Niederschöneweide (Treptow)"
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/111329802,"1.199,52 €","76,42 €","38,21 €","1.314,15 €","3.598,56 €",2 von 7,"40,32 m²",sofort möglich,2,1,1,True,2018,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)"
