straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
Türrschmidtstraße,Lich,mittel *,40,40,40,40,40
Ubierstraße,ChWi,gut,1,0,1,1,1
Uckermarkstraße,MaHe,mittel,1,0,1,1,1
Udetzeile,TSch,mittel,1,0,1,1,1
Ueckermünder Straße,Pank,mittel,14,14,14,14,14
Ueckermünder Straße,Pank,mittel *,3,3,3,3,3
Uetzer Steig,Span,gut,23,23,23,23,23
Uetzer Steig,Span,mittel,25,25,25,25,25
Uferpromenade,Span,gut,54,54,54,54,54
Uferpromenade,Span,mittel,14,14,14,14,14
Uferpromenade,Span,mittel *,1,1,1,1,1
Uferstraße,Mitt,einfach,1,0,1,1,1
Uferweg Neheimer Straße,Rein,mittel,1,0,1,1,1
Ufnaustraße,Mitt,einfach,14,14,14,14,14
Ufnaustraße,Mitt,einfach *,3,3,3,3,3
Ugandastraße,Mitt,einfach,1,0,1,1,1
Uhlandstraße,ChWi,gut,3,3,3,3,3
Uhlandstraße,ChWi,gut *,169,169,169,169,169
Uhlandstraße,ChWi,mittel,6,6,6,6,6
Uhlandstraße,ChWi,mittel *,21,21,21,21,21
Uhlandstraße,MaHe,mittel,1,0,1,1,1
Uhlandstraße,TSch,mittel,1,0,1,1,1
Uhlandstraße (Nieds),Pank,mittel,68,68,68,68,68
Uhlandstraße (Nieds),Pank,mittel *,3,3,3,3,3
Uhlandstraße (Nieds),Pank,mittel*,1,1,1,1,1
Uhlandstraße (Roset),Pank,mittel,1,0,1,1,1
Uhlandstraße (Wilhe),Pank,mittel,1,0,1,1,1
Uhldinger Straße,StZe,mittel,1,0,1,1,1
Uhlenhorster Straße,TrKö,mittel,103,103,103,103,103
Uhlenweg,Pank,mittel,62,62,62,62,62
Uhlenweg,Pank,mittel *,6,6,6,6,6
Uhrmacherweg,Neuk,mittel,96,96,96,96,0
Uhrmacherweg,Neuk,mittel *,1,1,1,1,0
Uhuweg,Neuk,einfach,1,0,1,1,0
Ukeleipfad,TrKö,einfach,1,0,1,1,1
Ullerplatz,Pank,mittel,1,0,1,1,1
Ullerweg,Pank,mittel,1,0,1,1,1
Ullrichstraße,MaHe,mittel,1,0,1,1,1
Ullsteinstraße,TSch,einfach,32,32,32,32,32
Ullsteinstraße,TSch,einfach *,158,158,158,158,158
Ullsteinstraße,TSch,mittel,91,91,91,91,91
Ullsteinstraße,TSch,mittel *,19,19,19,19,19
Ulmenallee,ChWi,gut,1,0,1,1,1
Ulmenstraße,MaHe,einfach,146,146,146,146,146
Ulmenstraße,MaHe,einfach *,6,6,6,6,6
Ulmenstraße,MaHe,mittel,68,68,68,68,68
Ulmenstraße,Rein,gut,24,24,24,24,24
Ulmenstraße,Rein,gut *,1,1,1,1,1
Ulmenstraße,Span,einfach,48,48,48,48,48
Ulmenstraße,Span,einfach *,2,2,2,2,2
Ulrich-von-Hassell-Weg,Neuk,einfach,7,7,7,7,0
Ulrich-von-Hassell-Weg,Neuk,mittel,9,9,9,9,0
Ulrichsteiner Weg,Rein,einfach,1,0,1,1,1
Ulricistraße,StZe,gut,1,0,1,1,1
Ulrikenstraße,Span,einfach,104,104,104,104,104
Ulrikenstraße,Span,einfach *,1,1,1,1,1
Ulsterstraße,Neuk,einfach,1,0,1,1,0
Umberto-Nobile-Straße,Span,mittel,1,0,1,1,1
Undinestraße,StZe,mittel,106,106,106,106,106
Undinestraße,StZe,mittel *,1,1,1,1,1
Ungarnstraße,Mitt,einfach,36,36,36,36,36
Ungarnstraße,Mitt,einfach *,1,1,1,1,1
Ungarnstraße,Mitt,mittel,7,7,7,7,7
Ungewitterweg,Span,einfach,119,119,119,119,119
Ungewitterweg,Span,einfach *,4,4,4,4,4
Unionstraße,Mitt,einfach,8,8,8,8,8
Unionstraße,Mitt,einfach *,1,1,1,1,1
Universitätsstraße,Mitt,gut *,1,0,1,1,1
Unkeler Pfad,Rein,gut,1,0,1,1,1
Unnaer Straße,Span,einfach,1,0,1,1,1
Unstrutstraße,Neuk,einfach *,1,0,1,1,0
Unter den Birken,TrKö,mittel,108,108,108,108,108
Unter den Birken,TrKö,mittel*,4,4,4,4,4
Unter den Eichen,StZe,gut,6,6,6,6,6
Unter den Eichen,StZe,gut*,123,123,123,123,123
Unter den Linden,Mitt,gut,2,2,2,2,2
Unter den Linden,Mitt,gut *,148,148,148,148,148
Unter den Rüstern,StZe,mittel,10,10,10,10,10
Unter den Rüstern,StZe,mittel *,2,2,2,2,2
Unterbaumstraße,Mitt,gut *,1,0,1,1,1
Unterfeld,Lich,mittel,1,0,1,1,1
Untertürkheimer Straße,TSch,einfach,1,0,1,1,1
Unterwasserstraße,Mitt,gut,1,0,1,1,1
Upsalaer Straße,Pank,mittel,1,0,1,1,1
Upstallweg,TSch,einfach,20,20,20,20,20
Upstallweg,TSch,einfach *,1,1,1,1,1
Uranusstraße,TrKö,mittel,1,0,1,1,1
Uranusweg,Rein,einfach *,1,0,1,1,1
Urbacher Straße,Pank,mittel,59,59,59,59,59
Urbacher Straße,Pank,mittel *,29,29,29,29,29
Urbanstraße,FrKr,einfach,2,2,2,2,2
Urbanstraße,FrKr,einfach *,44,44,44,44,44
Urbanstraße,FrKr,mittel,7,7,7,7,7
Urbanstraße,FrKr,mittel *,125,125,125,125,125
Urbanstraße,StZe,gut,1,0,1,1,1
Urselweg,StZe,gut,16,16,16,16,16
Urselweg,StZe,gut *,9,9,9,9,9
Ursula-Goetze-Straße,Lich,mittel,29,29,29,29,29
Ursula-Goetze-Straße,Lich,mittel *,2,2,2,2,2
Ursulastraße,StZe,mittel,1,0,1,1,1
Ursulinenstraße,Neuk,mittel,1,0,1,1,0
Usambarastraße,Mitt,einfach,1,0,1,1,1
Usedomer Straße,Mitt,einfach,31,31,31,31,31
Usedomer Straße,Mitt,einfach *,1,1,1,1,1
Usedomstraße,TrKö,mittel,1,0,1,1,1
Uslarer Straße,MaHe,einfach,18,18,18,18,18
Uslarer Straße,MaHe,einfach *,2,2,2,2,2
Uslarer Straße,MaHe,mittel,138,138,138,138,138
Utestraße,Rein,mittel,1,0,1,1,1
Uthmannstraße,Neuk,einfach,1,0,1,1,0
Utrechter Straße,Mitt,einfach,88,88,88,88,88
Utrechter Straße,Mitt,einfach *,1,1,1,1,1
Valentinswerder (Insel),Rein,mittel,1,0,1,1,1
Valeska-Gert-Straße,FrKr,einfach,1,0,1,1,1
Valwiger Straße,MaHe,einfach *,1,0,1,1,1
Van‘t-Hoff-Straße,StZe,gut,1,0,1,1,1
Varnhagenstraße,Pank,mittel,80,80,80,80,80
Varnhagenstraße,Pank,mittel *,1,1,1,1,1
Varziner Straße,TSch,gut *,23,23,23,23,23
Veilchenblütenweg,Pank,mittel,1,0,1,1,1
Veilchenstraße,StZe,gut,1,0,1,1,1
Veitstraße,Rein,gut,16,16,16,16,16
Veitstraße,Rein,gut *,17,17,17,17,17
Veitstraße,Rein,mittel,10,10,10,10,10
Veitstraße,Rein,mittel *,10,10,10,10,10
Veltheimstraße,Rein,gut,27,27,27,27,27
Veltheimstraße,Rein,mittel,197,197,197,197,197
Veltheimstraße,Rein,mittel *,1,1,1,1,1
Venusstraße,Rein,einfach *,1,0,1,1,1
Venusstraße,TrKö,einfach,9,9,9,9,9
Venusstraße,TrKö,mittel,142,142,142,142,142
Verbindungschaussee,ChWi,gut,1,0,1,1,1
Verdener Gasse,Lich,mittel,1,0,1,1,1
Verdistraße,MaHe,einfach,76,76,76,76,76
Verdistraße,MaHe,einfach *,35,35,35,35,35
Vereinssteg,Pank,einfach,2,2,2,2,2
Vereinssteg,Pank,mittel,3,3,3,3,3
Vereinsstraße,TrKö,mittel,38,38,38,38,38
Vereinsstraße,TrKö,mittel *,10,10,10,10,10
Vereinsweg,ChWi,mittel,1,0,1,1,1
Vereinsweg,StZe,mittel,1,0,1,1,1
Vergissmeinnichtweg,TrKö,mittel,1,0,1,1,1
Verlängerte Fährstraße,Rein,mittel,1,0,1,1,1
Verlängerte Georgenstraße,StZe,mittel,1,0,1,1,1
Verlängerte Hämmerlingstraße,TrKö,mittel,1,0,1,1,1
Verlängerte Koloniestraße,Rein,einfach *,1,0,1,1,1
Verlängerte Mozartstraße,TrKö,mittel,1,0,1,1,1
Verlängerte Uferpromenade,Span,gut,1,1,1,1,1
Verlängerte Uferpromenade,Span,mittel,35,35,35,35,35
Verlängerte Waldowallee,Lich,mittel,9,9,9,9,9
Verlängerte Waldowallee,Lich,mittel *,39,39,39,39,39
Verlängerte Werderstraße,TrKö,einfach,7,7,7,7,7
Verlängerte Werderstraße,TrKö,mittel,33,33,33,33,33
VerlängerteWaldowallee,Lich,mittel,1,1,1,1,1
Veronikasteig,StZe,gut,16,16,16,16,16
Veronikasteig,StZe,gut *,2,2,2,2,2
Vesaliusstraße,Pank,mittel,70,70,70,70,70
Vesaliusstraße,Pank,mittel *,54,54,54,54,54
Vesterzeile,StZe,mittel,1,0,1,1,1
Veteranenstraße,Mitt,mittel,2,2,2,2,2
Veteranenstraße,Mitt,mittel *,19,19,19,19,19
Vetschauer Allee,TrKö,einfach,81,81,81,81,81
Vetschauer Allee,TrKö,einfach *,4,4,4,4,4
Vetschauer Allee,TrKö,mittel,76,76,76,76,76
Vetschauer Allee,TrKö,mittel *,4,4,4,4,4
Vetschauer Allee,TrKö,mittel*,1,1,1,1,1
Via Tilia,StZe,gut,1,0,1,1,1
Vicki-Baum-Straße,Lich,mittel*,1,0,1,1,1
Viebahnstraße,TrKö,einfach,1,0,1,1,1
Viechtacher Straße,Lich,mittel,1,0,1,1,1
Viehtrift,Pank,mittel,1,0,1,1,1
Vienweg,Pank,mittel,1,0,1,1,1
Viereckweg,Pank,mittel,10,10,10,10,10
Viereckweg,Pank,mittel *,207,207,207,207,207
Vierlandenstraße,MaHe,einfach,44,44,44,44,44
Vierlandenstraße,MaHe,einfach *,3,3,3,3,3
Viernheimer Weg,StZe,gut,1,0,1,1,1
Vierradener Weg,MaHe,mittel,1,0,1,1,1
Viersener Straße,Span,mittel,18,18,18,18,18
Viersener Straße,Span,mittel *,2,2,2,2,2
Vierwaldstätter Weg,Rein,einfach,28,28,28,28,28
Vierwaldstätter Weg,Rein,einfach *,1,1,1,1,1
Vietzer Zeile,Rein,einfach,1,0,1,1,1
Viktoria-Luise-Platz,TSch,gut,1,0,1,1,1
Viktoriaplatz,StZe,gut,1,0,1,1,1
Viktoriastraße,Pank,mittel,1,0,1,1,1
Viktoriastraße,StZe,gut,1,0,1,1,1
Viktoriastraße,TSch,mittel,17,17,17,17,17
Viktoriastraße,TSch,mittel *,3,3,3,3,3
Viktoriaufer,Span,einfach,7,7,7,7,7
Viktoriaufer,Span,einfach *,13,13,13,13,13
Villacher Straße,Pank,mittel,1,0,1,1,1
Vimystraße,TrKö,mittel,11,11,11,11,11
Vimystraße,TrKö,mittel*,1,1,1,1,1
Vincent-van-Gogh-Straße,Lich,mittel,1,0,1,1,1
Vinetaplatz,Mitt,einfach,1,0,1,1,1
Vinetastraße,Pank,mittel,57,57,57,57,57
Vinetastraße,Pank,mittel *,3,3,3,3,3
Vionvillestraße,StZe,gut,4,4,4,4,4
Vionvillestraße,StZe,mittel,8,8,8,8,8
Vionvillestraße,StZe,mittel*,1,1,1,1,1
Virchowstraße,FrKr,mittel *,6,6,6,6,6
Virchowstraße,Pank,mittel,3,3,3,3,3
Virchowstraße,Pank,mittel *,1,1,1,1,1
Vogelbeerstraße,TrKö,mittel,1,0,1,1,1
Vogelsang,StZe,gut,36,36,36,36,36
Vogelsang,StZe,gut *,1,1,1,1,1
Vogelsdorfer Steig,TrKö,einfach,1,0,1,1,1
Vogelzeile,Span,einfach,1,0,1,1,1
Vogesenstraße,Pank,mittel,1,1,1,1,1
Vogesenstraße,Pank,mittel *,8,8,8,8,8
Voigtländerzeile,Span,einfach,1,0,1,1,1
Voigtstraße,FrKr,gut,16,16,16,16,16
Voigtstraße,FrKr,mittel,23,23,23,23,23
Voigtstraße,FrKr,mittel *,3,3,3,3,3
Volkerstraße,Lich,mittel,34,34,34,34,34
Volkerstraße,Lich,mittel *,2,2,2,2,2
Volkmarstraße,TSch,einfach,40,40,40,40,40
Volkmarstraße,TSch,einfach *,2,2,2,2,2
Volkradstraße,Lich,mittel,59,59,59,59,59
Volkradstraße,Lich,mittel *,50,50,50,50,50
Volkradstraße,Lich,mittel*,1,1,1,1,1
Volkspark Rehberge,Mitt,einfach,1,0,1,1,1
Volmerstraße,TrKö,einfach,38,38,38,38,38
Volmerstraße,TrKö,einfach *,3,3,3,3,3
Voltairestraße,Mitt,mittel *,1,0,1,1,1
Voltastraße,MaHe,einfach,8,8,8,8,8
Voltastraße,MaHe,mittel,9,9,9,9,9
Voltastraße,Mitt,einfach,35,35,35,35,35
Voltastraße,Mitt,einfach *,2,2,2,2,2
Voltastraße,Span,einfach,8,8,8,8,8
Voltastraße,Span,einfach *,3,3,3,3,3
Von-Laue-Straße,StZe,gut,24,24,24,24,24
Von-Laue-Straße,StZe,gut *,4,4,4,4,4
Von-Luck-Straße,StZe,gut,141,141,141,141,141
Von-Luck-Straße,StZe,gut *,1,1,1,1,1
Von-Wettstein-Straße,StZe,gut,1,0,1,1,1
Von-der-Gablentz-Straße,Rein,einfach,1,1,1,1,1
Von-der-Gablentz-Straße,Rein,einfach *,67,67,67,67,67
Von-der-Heydt-Straße,Mitt,gut*,1,0,1,1,1
Von-der-Trenck-Straße,StZe,gut,30,30,30,30,30
Von-der-Trenck-Straße,StZe,gut *,3,3,3,3,3
Vopeliuspfad,StZe,gut,10,10,10,10,10
Vopeliuspfad,StZe,gut *,2,2,2,2,2
Vor dem Schlesischen Tor,FrKr,einfach *,1,0,1,1,1
Vor den Toren,Rein,einfach,1,0,1,1,1
Vorarlberger Damm,TSch,einfach,3,3,3,3,3
Vorarlberger Damm,TSch,einfach *,20,20,20,20,20
Vorarlberger Damm,TSch,gut *,22,22,22,22,22
Vorarlberger Damm,TSch,mittel,2,2,2,2,2
Vorarlberger Damm,TSch,mittel *,3,3,3,3,3
Vorbergstraße,TSch,mittel,14,14,14,14,14
Vorbergstraße,TSch,mittel *,1,1,1,1,1
Vorstadtweg,MaHe,mittel,13,13,13,13,13
Vorstadtweg,MaHe,mittel *,66,66,66,66,66
Vorstadtweg,MaHe,mittel*,3,3,3,3,3
Voxstraße,Mitt,gut,1,0,1,1,1
Voßbergstraße,TSch,gut,6,6,6,6,6
Voßbergstraße,TSch,gut *,1,1,1,1,1
Voßstraße,Mitt,gut,23,23,23,23,23
Voßstraße,Mitt,gut *,3,3,3,3,3
Vulkanstraße,Lich,einfach,36,36,36,36,36
Vulkanstraße,Lich,einfach *,15,15,15,15,15
Völklinger Straße,MaHe,mittel,1,0,1,1,1
Wachenheimer Weg,Span,einfach,39,39,39,39,39
Wachenheimer Weg,Span,einfach *,4,4,4,4,4
Wacholderheide,MaHe,einfach,1,0,1,1,1
Wacholderweg,ChWi,gut,3,3,3,3,3
Wacholderweg,ChWi,gut *,23,23,23,23,23
Wacholderweg,ChWi,gut*,3,3,3,3,3
Wachsmuthstraße,Rein,gut,28,28,28,28,28
Wachsmuthstraße,Rein,gut *,1,1,1,1,1
Wachstraße,Rein,gut,1,0,1,1,1
Wachtelstraße,StZe,gut,1,0,1,1,1
Wachtelstraße,TrKö,einfach,1,0,1,1,1
Wackenbergstraße,Pank,einfach,150,150,150,150,150
Wackenbergstraße,Pank,einfach *,14,14,14,14,14
Wackenbergstraße,Pank,gut,50,50,50,50,50
Wackenbergstraße,Pank,gut *,1,1,1,1,1
Wackenbergstraße,Pank,mittel,62,62,62,62,62
Wadzeckstraße,Mitt,mittel,4,4,4,4,4
Wadzeckstraße,Mitt,mittel *,2,2,2,2,2
Waetzoldtstraße,StZe,gut,1,1,1,1,1
Waetzoldtstraße,StZe,gut *,1,1,1,1,1
Waffenschmiedstraße,Pank,mittel,1,0,1,1,1
Waghäuseler Straße,ChWi,gut,1,0,1,1,1
Wagner-Régeny-Straße,TrKö,einfach,1,1,1,1,1
Wagner-Régeny-Straße,TrKö,einfach*,22,22,22,22,22
Wahnfriedstraße,Rein,gut,1,0,1,1,1
Waiblinger Weg,TrKö,mittel,14,14,14,14,14
Waiblinger Weg,TrKö,mittel *,2,2,2,2,2
Waidmannsluster Damm,Rein,mittel,28,28,28,28,28
Waidmannsluster Damm,Rein,mittel *,321,321,321,321,321
Waidmannsluster Damm,Rein,mittel*,4,4,4,4,4
Waisenstraße,Mitt,mittel,28,28,28,28,28
Waisenstraße,Mitt,mittel *,2,2,2,2,2
Waitzstraße,ChWi,gut,12,12,12,12,12
Waitzstraße,ChWi,gut *,16,16,16,16,16
Walchenseestraße,TrKö,mittel,86,86,86,86,86
Walchenseestraße,TrKö,mittel *,2,2,2,2,2
Waldallee,Span,gut,71,71,71,71,71
Waldallee,Span,gut *,1,1,1,1,1
Waldallee,Span,mittel,1,1,1,1,1
Waldallee,Span,mittel*,1,1,1,1,1
Waldammerweg,Pank,mittel,4,4,4,4,4
Waldammerweg,Pank,mittel *,62,62,62,62,62
Waldbacher Weg,MaHe,mittel,90,90,90,90,90
Waldbacher Weg,MaHe,mittel *,14,14,14,14,14
Waldburg-Betriebsferienheim,TrKö,mittel*,1,0,1,1,1
Waldburgweg,TrKö,mittel,17,17,17,17,17
Waldburgweg,TrKö,mittel *,19,19,19,19,19
Waldeckkarree,Pank,einfach,1,0,1,1,1
Waldemarstraße,FrKr,einfach,194,194,194,194,194
Waldemarstraße,FrKr,einfach *,4,4,4,4,4
Waldemarstraße,Mitt,mittel,15,15,15,15,15
Waldemarstraße,Pank,mittel,113,113,113,113,113
Waldemarstraße,Pank,mittel *,4,4,4,4,4
Waldenburger Straße,MaHe,einfach,1,0,1,1,1
Waldenserstraße,Mitt,einfach,1,0,1,1,1
Walderseestraße,Mitt,einfach,12,12,12,12,12
Walderseestraße,Mitt,einfach *,1,1,1,1,1
Walderseestraße,Rein,einfach,15,15,15,15,15
Walderseestraße,Rein,einfach *,1,1,1,1,1
Waldesruher Straße,MaHe,mittel,1,0,1,1,1
Waldeyerstraße,FrKr,gut,11,11,11,11,11
Waldeyerstraße,FrKr,gut*,3,3,3,3,3
Waldfriedenstraße,Rein,mittel,1,0,1,1,1
Waldfriedhof Grünau,TrKö,mittel,1,0,1,1,1
Waldhauswinkel,StZe,gut,1,0,1,1,1
Waldheimer Straße,MaHe,mittel,1,0,1,1,1
Waldhornstraße,Rein,mittel,15,15,15,15,15
Waldhornstraße,Rein,mittel *,1,1,1,1,1
Waldhüterpfad,StZe,gut,1,0,1,1,1
Waldkauzstraße,Rein,mittel,53,53,53,53,53
Waldkauzstraße,Rein,mittel *,1,1,1,1,1
Waldkiefernring,TrKö,mittel,1,0,1,1,1
Waldkraiburger Straße,Neuk,einfach,1,0,1,1,0
Waldläuferweg,Rein,mittel,1,0,1,1,1
Waldmannstraße,StZe,gut,1,0,1,1,1
Waldmeisterstraße,ChWi,gut,34,34,34,34,34
Waldmeisterstraße,ChWi,gut *,1,1,1,1,1
Waldmüllerstraße,StZe,gut,1,0,1,1,1
Waldowallee,Lich,gut,80,80,80,80,80
Waldowallee,Lich,gut *,2,2,2,2,2
Waldowallee,Lich,mittel,95,95,95,95,95
Waldowallee,Lich,mittel *,22,22,22,22,22
Waldowplatz,TrKö,mittel,1,0,1,1,1
Waldowstraße,Lich,mittel,64,64,64,64,64
Waldowstraße,Lich,mittel *,1,1,1,1,1
Waldowstraße,MaHe,mittel,1,0,1,1,1
Waldowstraße,Pank,mittel,34,34,34,34,34
Waldowstraße,Pank,mittel *,1,1,1,1,1
Waldowstraße,Rein,einfach,36,36,36,36,36
Waldowstraße,Rein,einfach *,2,2,2,2,2
Waldowstraße,Rein,mittel,21,21,21,21,21
Waldowstraße,Rein,mittel *,4,4,4,4,4
Waldowstraße,TrKö,einfach,1,0,1,1,1
Waldpromenade,TrKö,mittel,1,0,1,1,1
Waldrebensteig,StZe,mittel,1,0,1,1,1
Waldsassener Straße,TSch,einfach,50,50,50,50,50
Waldsassener Straße,TSch,mittel,82,82,82,82,82
Waldschluchtpfad,Span,gut,1,0,1,1,1
Waldschulallee,ChWi,gut,154,154,154,154,154
Waldschulallee,ChWi,gut *,4,4,4,4,4
Waldschützpfad,TrKö,einfach,13,13,13,13,13
Waldschützpfad,TrKö,mittel,54,54,54,54,54
Waldseeweg,Rein,gut,101,101,101,101,101
Waldseeweg,Rein,gut *,3,3,3,3,3
Waldshuter Zeile,Rein,einfach,1,0,1,1,1
Waldspechtweg,Rein,mittel,8,8,8,8,8
Waldspechtweg,Rein,mittel *,2,2,2,2,2
Waldsteg,Pank,einfach,45,45,45,45,45
Waldsteg,Pank,einfach *,6,6,6,6,6
Waldsteg,Pank,mittel,7,7,7,7,7
Waldsteg,Pank,mittel *,1,1,1,1,1
Waldstraße,MaHe,einfach,54,54,54,54,54
Waldstraße,MaHe,mittel,22,22,22,22,22
Waldstraße,Mitt,einfach,54,54,54,54,54
Waldstraße,Mitt,einfach *,7,7,7,7,7
Waldstraße,Pank,gut,42,42,42,42,42
Waldstraße,Pank,gut *,2,2,2,2,2
Waldstraße,Pank,mittel,40,40,40,40,40
Waldstraße,Rein,einfach,10,10,10,10,10
Waldstraße,Rein,einfach *,100,100,100,100,100
Waldstraße,StZe,gut,1,0,1,1,1
Waldstraße (Adler),TrKö,mittel,65,65,65,65,65
Waldstraße (Adler),TrKö,mittel *,7,7,7,7,7
Waldstraße (Bohnd),TrKö,einfach,1,1,1,1,1
Waldstraße (Bohnd),TrKö,einfach*,64,64,64,64,64
Waldstraße (Grüna),TrKö,mittel,1,0,1,1,1
Waldstraße (Johth),TrKö,mittel,35,35,35,35,35
Waldstraße (Johth),TrKö,mittel *,2,2,2,2,2
Waldstraße (Rahnd),TrKö,mittel,1,0,1,1,1
Waldstraße (Schmö),TrKö,einfach,151,151,151,151,151
Waldstraße (Schmö),TrKö,einfach *,16,16,16,16,16
Waldsängerpfad,StZe,gut,1,0,1,1,1
Waldvogelweg,TrKö,mittel *,1,0,1,1,1
Walhallastraße,Pank,mittel,42,42,42,42,42
Walhallastraße,Pank,mittel *,1,1,1,1,1
Walkenrieder Straße,Neuk,einfach,1,0,1,1,0
Walkürenstraße,Lich,mittel,1,0,1,1,1
Walldürner Weg,Span,mittel,1,0,1,1,1
Wallenbergstraße,ChWi,mittel,20,20,20,20,20
Wallenbergstraße,ChWi,mittel *,3,3,3,3,3
Wallendorfer Weg,StZe,mittel,1,0,1,1,1
Wallenroder Straße,Rein,einfach,1,0,1,1,1
Wallensteinstraße,Lich,gut,3,3,3,3,3
Wallensteinstraße,Lich,gut *,1,1,1,1,1
Wallensteinstraße,Lich,mittel,29,29,29,29,29
Wallensteinstraße,Lich,mittel *,27,27,27,27,27
Walliser Straße,Rein,einfach,42,42,42,42,42
Walliser Straße,Rein,einfach *,6,6,6,6,6
Wallotstraße,ChWi,gut,1,0,1,1,1
Wallstraße,MaHe,mittel,7,7,7,7,7
Wallstraße,MaHe,mittel *,10,10,10,10,10
Wallstraße,Mitt,gut,33,33,33,33,33
Wallstraße,Mitt,gut *,8,8,8,8,8
Wallstraße,Mitt,mittel,35,35,35,35,35
Wallstraße,Mitt,mittel *,1,1,1,1,1
Walnußweg,Neuk,einfach,1,0,1,1,0
Walporzheimer Straße,Rein,gut,1,0,1,1,1
Walsheimer Straße,MaHe,mittel,81,81,81,81,81
Walsheimer Straße,MaHe,mittel *,61,61,61,61,61
Walsroder Straße,StZe,gut,28,28,28,28,28
Walsroder Straße,StZe,gut *,2,2,2,2,2
Walsroder Straße,StZe,mittel,3,3,3,3,3
Walter-Benjamin-Platz,ChWi,gut,1,0,1,1,1
Walter-Felsenstein-Straße,MaHe,einfach,51,51,51,51,51
Walter-Felsenstein-Straße,MaHe,einfach *,1,1,1,1,1
Walter-Felsenstein-Straße,MaHe,mittel,63,63,63,63,63
Walter-Franck-Zeile,Neuk,mittel,1,0,1,1,0
Walter-Friedländer-Straße,Pank,mittel,40,40,40,40,40
Walter-Friedländer-Straße,Pank,mittel *,1,1,1,1,1
Walter-Friedrich-Straße,Pank,einfach,100,100,100,100,100
Walter-Friedrich-Straße,Pank,einfach *,12,12,12,12,12
Walter-Leistikow-Weg,MaHe,einfach,1,0,1,1,1
Walter-Linse-Straße,StZe,gut,14,14,14,14,14
Walter-Linse-Straße,StZe,gut *,1,1,1,1,1
Walter-May-Weg,Neuk,einfach,1,0,1,1,0
Walterhöferstraße,StZe,gut,16,16,16,16,16
Walterhöferstraße,StZe,gut *,3,3,3,3,3
Walterhöferstraße,StZe,mittel,46,46,46,46,46
Walterhöferstraße,StZe,mittel *,5,5,5,5,5
Waltersdorfer Chaussee,Neuk,einfach,52,52,52,52,0
Waltersdorfer Chaussee,Neuk,einfach *,94,94,94,94,0
Waltersdorfer Chaussee,Neuk,einfach*,5,5,5,5,0
Waltersdorfer Chaussee,Neuk,mittel,50,50,50,50,0
Waltersdorfer Chaussee,Neuk,mittel *,98,98,98,98,0
Waltersdorfer Chaussee,Neuk,mittel*,1,1,1,1,0
Waltersdorfer Straße,TrKö,einfach,29,29,29,29,29
Waltersdorfer Straße,TrKö,einfach *,98,98,98,98,98
Walterstraße,Neuk,einfach,26,26,26,26,0
Walterstraße,Neuk,einfach *,11,11,11,11,0
Waltharistraße,StZe,gut,50,50,50,50,50
Waltharistraße,StZe,gut *,2,2,2,2,2
Walther-Huth-Straße,TrKö,mittel,1,0,1,1,1
Walther-Nernst-Straße,TrKö,einfach,3,3,3,3,3
Walther-Nernst-Straße,TrKö,einfach *,1,1,1,1,1
Walther-Schreiber-Platz,TSch,gut *,1,0,1,1,1
Waltraud-Krause-Weg,TrKö,einfach *,1,0,1,1,1
Waltraudstraße,StZe,gut,80,80,80,80,80
Waltraudstraße,StZe,gut *,1,1,1,1,1
Waltroper Platz,StZe,mittel,1,0,1,1,1
Waltroper Weg,StZe,mittel,11,11,11,11,11
Waltroper Weg,StZe,mittel *,4,4,4,4,4
Walzelstraße,Span,einfach,1,0,1,1,1
Wanda-Kallenbach-Straße,FrKr,einfach,1,0,1,1,1
Wandalenallee,ChWi,gut,28,28,28,28,28
Wandalenallee,ChWi,gut *,37,37,37,37,37
Wandlitzstraße,Lich,gut,30,30,30,30,30
Wandlitzstraße,Lich,gut *,42,42,42,42,42
Wandsbeker Weg,Span,mittel,1,0,1,1,1
Wanensteig,Pank,mittel,1,0,1,1,1
Wangenheimstraße,ChWi,gut,83,83,83,83,83
Wangenheimstraße,ChWi,gut *,9,9,9,9,9
Wangerooger Steig,ChWi,gut,1,0,1,1,1
Wankstraße,TSch,mittel,1,0,1,1,1
Wannseebadweg,StZe,gut,1,0,1,1,1
Wansdorfer Platz,Span,mittel,1,0,1,1,1
Wansdorfer Steig,Span,mittel,1,0,1,1,1
Wanzlikpfad,Neuk,mittel,1,0,1,1,0
Waplitzer Straße,MaHe,mittel,1,0,1,1,1
Warburgzeile,ChWi,mittel,8,8,8,8,8
Warburgzeile,ChWi,mittel *,1,1,1,1,1
Warener Straße,MaHe,mittel,26,26,26,26,26
Warener Straße,MaHe,mittel *,1,1,1,1,1
Warmbrunner Straße,ChWi,gut,78,78,78,78,78
Warmbrunner Straße,ChWi,gut *,8,8,8,8,8
Warmensteinacher Straße,Neuk,einfach,50,50,50,50,0
Warmensteinacher Straße,Neuk,einfach *,44,44,44,44,0
Warnauer Pfad,Rein,mittel,1,0,1,1,1
Warneckstraße,ChWi,mittel,7,7,7,7,7
Warneckstraße,ChWi,mittel *,2,2,2,2,2
Warnemünder Straße,ChWi,gut,2,2,2,2,2
Warnemünder Straße,ChWi,gut *,27,27,27,27,27
Warnemünder Straße,Lich,mittel,105,105,105,105,105
