,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²
2179,Schickes Einzelappartement für Studenten und Azubis mit Dachterrasse,https://www.immobilienscout24.de/expose/114964826,485.0,80.0,,565.0,3 Monatskaltmieten,10,22.88,1,,,True,True,2017.0,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Alex-Wedding-Straße,10178 Berlin,Mitte (Mitte),3,Mitte,21.19755244755245
2180,"Möbliertes Einzelappartement mit EBK, für Studenten und Azubis",https://www.immobilienscout24.de/expose/114964961,500.0,76.0,,476.0,3 Monatskaltmieten,4,19.6,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Gerichtstraße,13347 Berlin,Wedding (Wedding),65,Wedding,25.51020408163265
2181,"PROVISIONSFREI - 1 Zimmer-Appartement unmöbliert - Studenten, Azubis Doktoranden",https://www.immobilienscout24.de/expose/114965141,460.0,76.0,,536.0,3 Monatskaltmieten,1,19.5,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Gerichtstraße,13347 Berlin,Wedding (Wedding),65,Wedding,23.58974358974359
2182,Dezente Hülle trifft intensiven Kern; ein Haus mit reizvollem Innenleben....,https://www.immobilienscout24.de/expose/114969240,1638.0,180.0,,1818.0,3 Nettokaltmieten,0 von 2,117.0,3,2.0,1.0,,True,1924.0,,Erstbezug nach Sanierung,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,"Peggy Matusch, V-V-S-Management Skladanowskystr. 1 13156 Berlin","Ruppiner Chaussee 215, 13503 Berlin, Heiligensee (Reinickendorf)",Ruppiner Chaussee,13503 Berlin,Heiligensee (Reinickendorf),215,Heiligensee,14.0
2183,Die beste Adresse im Weitlingkiez!,https://www.immobilienscout24.de/expose/114973467,804.0,186.0,0.0,990.0,3 Nettokaltmieten,2 von 0,81.79,3,,,True,,1999.0,,,Zentralheizung,Gas,,Verbrauchsausweis,,Berlinhaus Verwaltung GmbH Friedrichstr. 30 10969 Berlin,"Weitlingstraße 71, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),71,Lichtenberg,9.830052573664261
2184,gepflegte 2-Zimmer-Wohnung in Mahlsdorf Süd Optional Hobbyraum,https://www.immobilienscout24.de/expose/114975801,576.03,180.0,0.0,756.03,2223.45,0 von 3,61.02,2,1.0,1.0,,True,1996.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,178.0,Aureal Immobilienmanagement GmbH Agricolastr. 24 10555 Berlin,"Willestraße 7A, 12623 Berlin, Mahlsdorf (Hellersdorf)",Willestraße,12623 Berlin,Mahlsdorf (Hellersdorf),7,Mahlsdorf,9.440019665683382
2185,Koffer packen und einziehen,https://www.immobilienscout24.de/expose/114979404,555.0,60.0,75.0,690.0,1665.00,1 von 4,55.03,"1,5",1.0,1.0,True,True,,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,88.0,Schela Hausverwaltung GmbH Bahnhofstraße 11 12555 Berlin,"Plauener Str. 89 c, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Plauener Str.,13055 Berlin,Alt-Hohenschönhausen (Hohenschönhausen),89,Alt-Hohenschönhausen,10.08540795929493
2186,1-Zimmerwohnung mit Balkon sucht neuen Mieter,https://www.immobilienscout24.de/expose/114978750,539.0,50.0,70.0,659.0,1617.00,3 von 4,53.47,1,,1.0,,,,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,88.0,Schela Hausverwaltung GmbH Bahnhofstraße 11 12555 Berlin,"Plauener Str. 89 a, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Plauener Str.,13055 Berlin,Alt-Hohenschönhausen (Hohenschönhausen),89,Alt-Hohenschönhausen,10.080418926500842
2187,Modern möbliertes Einzelapartment zur Pauschalmiete,https://www.immobilienscout24.de/expose/114965446,545.0,,,545.0,3 Monatsmieten,4,23.8,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)",Wexstraße,10715 Berlin,Schöneberg (Schöneberg),14,Schöneberg,22.899159663865547
2188,TOP Neubau Eckwohnung Erdgeschoss 2 Zimmer mit EBK und Bad,https://www.immobilienscout24.de/expose/114979504,670.0,75.0,50.0,795.0,2010,0 von 0,55.93,2,1.0,1.0,,True,2019.0,2020.0,Erstbezug,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,,"Kienhorststr. 165, 13403 Berlin, Reinickendorf (Reinickendorf)",Kienhorststr.,13403 Berlin,Reinickendorf (Reinickendorf),165,Reinickendorf,11.979259789021992
2189,Möblierte 3 Zimmer-Altbauwohnung mit Balkon am Wartheplatz in Neukölln,https://www.immobilienscout24.de/expose/114979966,1040.0,120.0,20.0,1180.0,3 Nettokaltmieten,1 von 5,87.05,3,2.0,1.0,,True,1900.0,,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,135.0,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Warthestraße 56, 12051 Berlin - Neukölln, Neukölln (Neukölln)",Warthestraße,12051 Berlin - Neukölln,Neukölln (Neukölln),56,Neukölln,11.947156806433085
2190,Lichtenberg - lichtdurchflutete 2 Zimmerwohnung - Balkon - ca 59 m² - 730 € warm,https://www.immobilienscout24.de/expose/114948013,588.0,142.0,0.0,730.0,1230,2 von 4,58.63,2,,,,,1910.0,,Modernisiert,Zentralheizung,Fernwärme,,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Alt Friedrichsfelde 122, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Alt Friedrichsfelde,10315 Berlin,Friedrichsfelde (Lichtenberg),122,Friedrichsfelde,10.028995394849053
2191,"Möblierte 3-Zimmer-Maisonette-Wohnung, Dachgeschoss, im Westend",https://www.immobilienscout24.de/expose/114981352,900.0,120.0,40.0,1060.0,3 Nettokaltmieten,4 von 5,74.72,3,3.0,1.0,,True,1892.0,,Gepflegt,Fernwärme,Fernwärme,,,,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Spandauer Damm 107, 14059 Berlin, Charlottenburg (Charlottenburg)",Spandauer Damm,14059 Berlin,Charlottenburg (Charlottenburg),107,Charlottenburg,12.044967880085654
2192,Neubau Dachgeschosswohnung mit großzügiger Terrasse,https://www.immobilienscout24.de/expose/114984144,1501.0,193.0,116.0,1810.0,4503.00O,5 von 6,76.99,3,2.0,1.0,True,True,2019.0,,Erstbezug,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,Zebitz & Heyden Real Estate GmbH Hubertusstraße 12-13 12163 Berlin,"Mariannenplatz 20, 10997 Berlin, Kreuzberg (Kreuzberg)",Mariannenplatz,10997 Berlin,Kreuzberg (Kreuzberg),20,Kreuzberg,19.496038446551502
2193,"Schnell sein, Studentenwohnung zum Sommersemester sichern (nur für Studenten & Azubis)",https://www.immobilienscout24.de/expose/114882953,470.0,76.0,,546.0,3 Monatsmieten,1,19.5,1,,,,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Gerichtstraße,13347 Berlin,Wedding (Wedding),65,Wedding,24.102564102564102
2194,Möbliertes Einzelapartment frei im Studio B2 (für Studenten und Azubis),https://www.immobilienscout24.de/expose/114882791,470.0,76.0,,546.0,3 Monatsmieten,,19.5,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Gerichtstraße,13347 Berlin,Wedding (Wedding),65,Wedding,24.102564102564102
2195,Penthouse direkt am Kollwitzplatz . TOP Lage und Kiez im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114893267,1650.0,210.0,0.0,1860.0,3 Monatsmieten,6 von 5,77.0,2,1.0,1.0,True,True,,2019.0,Modernisiert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,Prenzlauer Berg (Prenzlauer Berg),,Prenzlauer Berg,21.428571428571427
2196,Erstbezug . Penthousewohnung . 3 - 4 Zimmer - direkt am Kollwitzplatz im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114894039,2850.0,490.0,0.0,3340.0,3 Monatsmieten,6 von 5,183.0,3,2.0,2.0,True,True,,2019.0,Erstbezug,Zentralheizung,,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,Prenzlauer Berg (Prenzlauer Berg),,Prenzlauer Berg,15.573770491803279
2197,"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! Du-Bad,Terrasse",https://www.immobilienscout24.de/expose/114894705,990.0,280.0,0.0,1270.0,3 Monatsmieten,1 von 3,95.0,3,2.0,1.0,,,1935.0,2019.0,Erstbezug nach Sanierung,,,laut Gesetz nicht erforderlich,,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 60, 13591 Berlin, Staaken (Spandau)",Metropolitan Park,13591 Berlin,Staaken (Spandau),60,Staaken,10.421052631578947
2198,Die ersten drei Monate zahlen Sie nur Nebenkosten! Top Singlewohnung!,https://www.immobilienscout24.de/expose/114901835,480.0,141.0,0.0,621.0,960.00,4 von 4,42.61,1,,1.0,,,1900.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Hönower Str. 189, 12623 Berlin, Mahlsdorf (Hellersdorf)",Hönower Str.,12623 Berlin,Mahlsdorf (Hellersdorf),189,Mahlsdorf,11.264961276695612
2199,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902019,4416.4,331.2,0.0,4747.6,3 Nettokaltmieten,6 von 5,110.41,3,2.0,2.0,True,True,2018.0,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Invalidenstrasse,10115 Berlin,Mitte (Mitte),1,Mitte,40.0
2200,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902010,5540.64,395.76,0.0,5936.4,3 Nettokaltmieten,6 von 5,131.92,3,2.0,2.0,True,True,2018.0,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Invalidenstrasse,10115 Berlin,Mitte (Mitte),1,Mitte,42.00000000000001
2201,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114899806,4416.4,331.2,0.0,4747.6,3 Nettokaltmieten,6 von 5,110.41,3,2.0,2.0,True,True,2018.0,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Invalidenstrasse,10115 Berlin,Mitte (Mitte),1,Mitte,40.0
2202,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114902028,4416.4,331.2,0.0,4747.6,3 Nettokaltmieten,6 von 5,110.41,3,2.0,2.0,True,True,2018.0,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Invalidenstrasse,10115 Berlin,Mitte (Mitte),1,Mitte,40.0
2203,"Erstbezug mit Balkon: schöne 4-Zimmer-Wohnung in Karlshorst (Lichtenberg), Berlin",https://www.immobilienscout24.de/expose/114921337,1400.0,140.0,110.0,1650.0,Deutschland,2 von 4,99.0,4,,2.0,True,,2020.0,,Erstbezug,Blockheizkraftwerke,Fernwärme,liegt zur Besichtigung vor,,,,"Rienzistr 11, 10318 Berlin, Karlshorst (Lichtenberg)",Rienzistr,10318 Berlin,Karlshorst (Lichtenberg),11,Karlshorst,14.141414141414142
2204,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,https://www.immobilienscout24.de/expose/114901984,5540.64,395.76,0.0,5936.4,3 Nettokaltmieten,6 von 5,131.92,3,2.0,2.0,True,True,2018.0,,Saniert,Zentralheizung,Erdwärme,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Invalidenstrasse,10115 Berlin,Mitte (Mitte),1,Mitte,42.00000000000001
2205,Neubau+Top Lage!! preiswerte moderne 2-Zimmer-Wohnung am Hauptbahnhof Berlin! Top Lage!!,https://www.immobilienscout24.de/expose/114940511,1128.0,157.0,50.0,1335.0,2990,2 von 5,54.0,2,,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,,"Lehrtestr 23A, 10557 Berlin, Tiergarten (Tiergarten)",Lehrtestr,10557 Berlin,Tiergarten (Tiergarten),23,Tiergarten,20.88888888888889
2206,"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! EBK, Du, Terr.",https://www.immobilienscout24.de/expose/114947747,540.0,155.0,0.0,745.0,2990,1 von 3,51.0,1,1.0,1.0,,True,1935.0,2019.0,Erstbezug nach Sanierung,,,laut Gesetz nicht erforderlich,,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 52, 13591 Berlin, Staaken (Spandau)",Metropolitan Park,13591 Berlin,Staaken (Spandau),52,Staaken,10.588235294117647
2207,Möbliertes Einzelappartement frei ab sofort,https://www.immobilienscout24.de/expose/114930653,545.0,121.0,,666.0,3 Monatskaltmieten,2,24.19,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)",Wexstraße,10715 Berlin,Schöneberg (Schöneberg),14,Schöneberg,22.529971062422486
2208,geräumige 2-Zimmerwohnung,https://www.immobilienscout24.de/expose/114936058,635.12,197.0,0.0,832.12,drei Nettokaltmieten,2 von 4,63.95,2,1.0,1.0,,True,1995.0,,,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,149.1,Mittelpunkt Immobilien Consult GmbH Scharnweberstr. 2 13405 Berlin,"Hildburghauser Straße 5e, 12279 Berlin, Marienfelde (Tempelhof)",Hildburghauser Straße,12279 Berlin,Marienfelde (Tempelhof),5,Marienfelde,9.93150899139953
2209,2 Zimmer - Neubau - Wohnung mit Balkon und Einbauküche!,https://www.immobilienscout24.de/expose/114944674,819.89,80.0,30.0,929.89,245967,5,47.53,2,,,True,True,2019.0,,,Zentralheizung,"Fernwärme, Strom",,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Mariendorfer Weg 51, 12051 Berlin, Neukölln (Neukölln)",Mariendorfer Weg,12051 Berlin,Neukölln (Neukölln),51,Neukölln,17.24994740164107
2210,Erstbezug nach Modernisierung !,https://www.immobilienscout24.de/expose/114939323,501.26,190.73,0.0,691.99,Kaution: 1503.00,4,56.48,2,,,True,,1988.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,62.0,Deutsche Wohnen Gruppe,"Weißenfelser Str. 4, 12627 Berlin, Hellersdorf (Hellersdorf)",Weißenfelser Str.,12627 Berlin,Hellersdorf (Hellersdorf),4,Hellersdorf,8.875
2211,"Gehobener Neubau-Wohnkomfort erwartet Sie hier, direkt am Wasser!",https://www.immobilienscout24.de/expose/114944183,1365.0,172.0,0.0,1537.0,3 Kaltmieten,1 von 1,68.67,3,2.0,1.0,,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,structure GmbH Liebermannstraße 75 13088 Berlin,"Fährallee 15, 12527 Berlin, Schmöckwitz (Köpenick)",Fährallee,12527 Berlin,Schmöckwitz (Köpenick),15,Schmöckwitz,19.877675840978593
2212,Traumhaft schön.,https://www.immobilienscout24.de/expose/114880477,887.73,127.0,114.0,1128.73,266319,,58.79,2,,,True,True,2014.0,,Neuwertig,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH,"Am Postbahnhof 21, 10243 Berlin, Friedrichshain (Friedrichshain)",Am Postbahnhof,10243 Berlin,Friedrichshain (Friedrichshain),21,Friedrichshain,15.100017009695527
2213,***Möbliertes Luxuspenthouse über 3 Ebenen mit atemberaubender Dachterrasse***,https://www.immobilienscout24.de/expose/114846134,3400.0,600.0,0.0,4000.0,3 Nettokaltmieten,6 von 6,171.0,4,3.0,2.0,True,True,2004.0,,Neuwertig,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,Heider Immobilien Güntzelstraße 53 10717 Berlin,"Marburger Str. 13, 10789 Berlin, Charlottenburg (Charlottenburg)",Marburger Str.,10789 Berlin,Charlottenburg (Charlottenburg),13,Charlottenburg,19.883040935672515
2214,"Wohnen wie im Schloß! Sensationeller Erstbezug, besonders repräsentatives Haus dicht Potsdamer Platz",https://www.immobilienscout24.de/expose/114836985,2100.0,300.0,180.0,2580.0,3 Monats-Nettokaltmieten,1,150.0,3,2.0,1.0,True,True,1900.0,2019.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,170.5,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,Tiergarten (Tiergarten),,Tiergarten,14.0
2215,*Erstbezug nach Modernisierung*,https://www.immobilienscout24.de/expose/114849883,529.87,215.43,0.0,745.3,Kaution: 1589.00,1,66.39,3,,,True,,1989.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,97.0,Deutsche Wohnen Gruppe,"Alte Hellersdorfer Str. 135, 12629 Berlin, Hellersdorf (Hellersdorf)",Alte Hellersdorfer Str.,12629 Berlin,Hellersdorf (Hellersdorf),135,Hellersdorf,7.981171863232414
2216,"Zwei Bäder, zwei Balkone, ein großes Glück - barrierearm!",https://www.immobilienscout24.de/expose/114849920,802.93,305.8,0.0,1108.73,Kaution: 2408.00,0,112.1,3,,,,,1987.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,85.0,Deutsche Wohnen Gruppe,"Johannes-Bobrowski-Str. 25, 12627 Berlin, Hellersdorf (Hellersdorf)",Johannes-Bobrowski-Str.,12627 Berlin,Hellersdorf (Hellersdorf),25,Hellersdorf,7.1626226583407675
2217,Sensationelle Wasserlage in Charlottenburg,https://www.immobilienscout24.de/expose/114846356,2330.0,290.0,110.0,2730.0,6990.00,5 von 7,129.0,3,2.0,2.0,True,True,2016.0,,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Kairos Konzept GmbH,"Darwinstraße 2a, 10589 Berlin, Charlottenburg (Charlottenburg)",Darwinstraße,10589 Berlin,Charlottenburg (Charlottenburg),2,Charlottenburg,18.06201550387597
2218,Eindrucksvolles Penthouse - besonders repräsentatives Haus dicht Potsdamer Platz!,https://www.immobilienscout24.de/expose/114837076,2832.0,354.0,177.0,3363.0,3 Monats-Nettokaltmieten,4 von 5,177.0,4,3.0,1.0,True,True,2015.0,,Erstbezug,Fußbodenheizung,KWK erneuerbar,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,Tiergarten (Tiergarten),,Tiergarten,16.0
2219,Modernisiert - Perfekt für die kleine Familie!,https://www.immobilienscout24.de/expose/114852328,548.82,218.1,0.0,766.92,Kaution: 1646.00,4,70.31,3,,,,,1988.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,60.0,Deutsche Wohnen Gruppe,"Quedlinburger Str. 72, 12627 Berlin, Hellersdorf (Hellersdorf)",Quedlinburger Str.,12627 Berlin,Hellersdorf (Hellersdorf),72,Hellersdorf,7.805717536623525
2220,Perfekte Wohnung für Pärchen ab sofort,https://www.immobilienscout24.de/expose/114849925,530.62,165.39,0.0,696.01,Kaution: 1591.00,1,57.39,2,,,True,,1987.0,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,82.0,Deutsche Wohnen Gruppe,"Mark-Twain-Str. 28, 12627 Berlin, Hellersdorf (Hellersdorf)",Mark-Twain-Str.,12627 Berlin,Hellersdorf (Hellersdorf),28,Hellersdorf,9.245861648370797
2221,Großzügige Terrassenwohnung im Berliner Norden,https://www.immobilienscout24.de/expose/114851792,1121.4,170.0,60.0,1351.4,3364.20,0,74.76,"2,5",1.0,1.0,True,True,2018.0,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,STRABAG Residential Property Services GmbH Freiheit 6 13597 Berlin,"Provinzstraße 67, 13158 Berlin, Niederschönhausen (Pankow)",Provinzstraße,13158 Berlin,Niederschönhausen (Pankow),67,Niederschönhausen,15.0
2222,Kunstpalais - ein besonderes Vergnügen! Exklusive Terrassenwohnung dicht Potsdamer Platz!,https://www.immobilienscout24.de/expose/114837003,2272.0,284.0,142.0,2698.0,3 Monats-Nettokaltmieten,4 von 5,142.0,3,2.0,1.0,True,True,2015.0,,Erstbezug,Fußbodenheizung,KWK erneuerbar,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,Tiergarten (Tiergarten),,Tiergarten,16.0
2223,Architektonisches Highlight nahe Friedrichstraße und Gendarmenmarkt,https://www.immobilienscout24.de/expose/114854877,1550.0,250.0,0.0,1800.0,3-fache der Netto-Kaltmiete,2 von 7,80.95,3,2.0,1.0,True,True,2013.0,,Gepflegt,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,"Bethke Immobilien GmbH Karlsruher Str. 4 10711 Berlin, Wilmersdorf","Charlottenstraße 19, 10117 Berlin, Mitte (Mitte)",Charlottenstraße,10117 Berlin,Mitte (Mitte),19,Mitte,19.147621988882026
2224,Schicke Altbau-Wohnung mit EBK und Balkon im Tegeler Kiez!,https://www.immobilienscout24.de/expose/114858193,1199.0,372.0,0.0,1571.0,Kaution: 3597.00,3,82.67,3,,,,True,1910.0,,Modernisiert,Zentralheizung,Öl,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Berliner Str. 1A, 13507 Berlin, Tegel (Reinickendorf)",Berliner Str.,13507 Berlin,Tegel (Reinickendorf),1,Tegel,14.503447441635418
2225,DI- schöne 1-Zimmer Wohnung im grünen Berlins zu vermieten,https://www.immobilienscout24.de/expose/114863131,300.0,133.0,0.0,433.0,3 KM (900),3 von 3,35.57,1,,1.0,,,1930.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Deinhart Immobilien GmbH Benkertstr. 12 14467 Potsdam,"Sabinensteig 12, 13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Sabinensteig,13053 Berlin,Alt-Hohenschönhausen (Hohenschönhausen),12,Alt-Hohenschönhausen,8.43407365757661
2226,"1.220 €, 70 m², 2 Zimmer",https://www.immobilienscout24.de/expose/114871119,1220.0,165.0,0.0,1385.0,3300,,70.0,2,,,,True,,2019.0,,,,,,,Berliner Str. 74 10713 Berlin,"Niersteiner Straße 3, 14193 Berlin, Grunewald (Wilmersdorf)",Niersteiner Straße,14193 Berlin,Grunewald (Wilmersdorf),3,Grunewald,17.428571428571427
2227,*2-Zimmerwohnung*Balkon*Siemensstadt*,https://www.immobilienscout24.de/expose/114863628,742.63,102.0,,844.63,2227.89,3 von 4,69.75,2,,,,True,1910.0,2011.0,Gepflegt,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Nonnendammallee 87, 13629 Berlin, Siemensstadt (Spandau)",Nonnendammallee,13629 Berlin,Siemensstadt (Spandau),87,Siemensstadt,10.647025089605735
2228,Kompakte 1-Zimmer Wohnung im zentralen Wedding!,https://www.immobilienscout24.de/expose/114874027,534.0,131.0,0.0,665.0,2227.89,2 von 6,29.66,1,,,True,,1969.0,,,Zentralheizung,Gas,,Verbrauchsausweis,,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Reinickendorfer Str. 2, 13347 Berlin, Wedding (Wedding)",Reinickendorfer Str.,13347 Berlin,Wedding (Wedding),2,Wedding,18.004045853000676
